Country,Variable,Measure,Year,Value
Mexico,Total inland transport infrastructure investment,National currency,2003,23284100000.0
Mexico,Total inland transport infrastructure investment,National currency,2004,30976500000.0
Mexico,Total inland transport infrastructure investment,National currency,2005,41713800000.0
Mexico,Total inland transport infrastructure investment,National currency,2006,39949800000.0
Mexico,Total inland transport infrastructure investment,National currency,2007,40802500000.0
Mexico,Total inland transport infrastructure investment,National currency,2008,49623900000.0
Mexico,Total inland transport infrastructure investment,National currency,2009,64932700000.0
Mexico,Total inland transport infrastructure investment,National currency,2010,73176100000.0
Mexico,Total inland transport infrastructure investment,National currency,2011,78888200000.0
Mexico,Total inland transport infrastructure investment,National currency,2012,77458600000.0
Mexico,Total inland transport infrastructure investment,National currency,2013,82727600000.0
Mexico,Total inland transport infrastructure investment,National currency,2014,103722200000.0
Mexico,Total inland transport infrastructure investment,National currency,2015,95752400000.0
Mexico,Total inland transport infrastructure investment,National currency,2016,97815800000.0
Mexico,Total inland transport infrastructure investment,National currency,2017,81375200000.0
Mexico,Total inland transport infrastructure investment,National currency,2018,85410300000.0
Mexico,Total inland transport infrastructure investment,National currency,2019,66370100000.0
Mexico,Total inland transport infrastructure investment,National currency,2020,47272800000.0
Mexico,Total inland transport infrastructure investment,National currency,2021,50701691161.0
Mexico,Rail infrastructure investment,National currency,2000,3748300000.0
Mexico,Rail infrastructure investment,National currency,2001,3050900000.0
Mexico,Rail infrastructure investment,National currency,2002,3077600000.0
Mexico,Rail infrastructure investment,National currency,2003,2454400000.0
Mexico,Rail infrastructure investment,National currency,2004,2690600000.0
Mexico,Rail infrastructure investment,National currency,2005,3013900000.0
Mexico,Rail infrastructure investment,National currency,2006,5070100000.0
Mexico,Rail infrastructure investment,National currency,2007,8418500000.0
Mexico,Rail infrastructure investment,National currency,2008,8119000000.0
Mexico,Rail infrastructure investment,National currency,2009,8215200000.0
Mexico,Rail infrastructure investment,National currency,2010,7276000000.0
Mexico,Rail infrastructure investment,National currency,2011,11226900000.0
Mexico,Rail infrastructure investment,National currency,2012,9999400000.0
Mexico,Rail infrastructure investment,National currency,2013,11856300000.0
Mexico,Rail infrastructure investment,National currency,2014,17598100000.0
Mexico,Rail infrastructure investment,National currency,2015,20220400000.0
Mexico,Rail infrastructure investment,National currency,2016,27984800000.0
Mexico,Rail infrastructure investment,National currency,2017,35261000000.0
Mexico,Rail infrastructure investment,National currency,2018,33063700000.0
Mexico,Rail infrastructure investment,National currency,2019,17267700000.0
Mexico,Rail infrastructure investment,National currency,2020,9745800000.0
Mexico,Rail infrastructure investment,National currency,2021,11606991161.0
Mexico,Road infrastructure investment,National currency,2000,11398200000.0
Mexico,Road infrastructure investment,National currency,2001,9802000000.0
Mexico,Road infrastructure investment,National currency,2002,13319600000.0
Mexico,Road infrastructure investment,National currency,2003,20829700000.0
Mexico,Road infrastructure investment,National currency,2004,28285900000.0
Mexico,Road infrastructure investment,National currency,2005,38699900000.0
Mexico,Road infrastructure investment,National currency,2006,34879700000.0
Mexico,Road infrastructure investment,National currency,2007,32384000000.0
Mexico,Road infrastructure investment,National currency,2008,41504900000.0
Mexico,Road infrastructure investment,National currency,2009,56717500000.0
Mexico,Road infrastructure investment,National currency,2010,65900100000.0
Mexico,Road infrastructure investment,National currency,2011,67661300000.0
Mexico,Road infrastructure investment,National currency,2012,67459200000.0
Mexico,Road infrastructure investment,National currency,2013,70871300000.0
Mexico,Road infrastructure investment,National currency,2014,86124100000.0
Mexico,Road infrastructure investment,National currency,2015,75532000000.0
Mexico,Road infrastructure investment,National currency,2016,69831000000.0
Mexico,Road infrastructure investment,National currency,2017,46114200000.0
Mexico,Road infrastructure investment,National currency,2018,52346600000.0
Mexico,Road infrastructure investment,National currency,2019,49102400000.0
Mexico,Road infrastructure investment,National currency,2020,37527000000.0
Mexico,Road infrastructure investment,National currency,2021,39094700000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2000,689400000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2001,789900000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2002,537900000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2003,444800000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2004,13985800000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2005,9319100000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2006,5653000000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2007,4593900000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2008,6705400000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2009,10247800000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2010,8740000000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2011,8647300000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2012,8617000000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2013,11672200000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2014,24005800000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2015,27126200000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2016,20400500000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2017,14021300000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2018,20844700000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2019,14569500000.0
Mexico,Road infrastructure investment: Of which motorway,National currency,2020,9300000000.0
Mexico,Inland waterway infrastucture investment,National currency,2000,
Mexico,Inland waterway infrastucture investment,National currency,2001,
Mexico,Inland waterway infrastucture investment,National currency,2002,
Mexico,Inland waterway infrastucture investment,National currency,2003,
Mexico,Inland waterway infrastucture investment,National currency,2004,
Mexico,Inland waterway infrastucture investment,National currency,2005,
Mexico,Inland waterway infrastucture investment,National currency,2006,
Mexico,Inland waterway infrastucture investment,National currency,2007,
Mexico,Inland waterway infrastucture investment,National currency,2008,
Mexico,Inland waterway infrastucture investment,National currency,2009,
Mexico,Inland waterway infrastucture investment,National currency,2010,
Mexico,Inland waterway infrastucture investment,National currency,2011,
Mexico,Inland waterway infrastucture investment,National currency,2012,
Mexico,Inland waterway infrastucture investment,National currency,2013,
Mexico,Inland waterway infrastucture investment,National currency,2014,
Mexico,Inland waterway infrastucture investment,National currency,2015,
Mexico,Inland waterway infrastucture investment,National currency,2016,
Mexico,Inland waterway infrastucture investment,National currency,2017,
Mexico,Inland waterway infrastucture investment,National currency,2018,
Mexico,Inland waterway infrastucture investment,National currency,2019,
Mexico,Inland waterway infrastucture investment,National currency,2020,
Mexico,Inland waterway infrastucture investment,National currency,2021,
Mexico,Maritime port infrastructure investment,National currency,2000,2740800000.0
Mexico,Maritime port infrastructure investment,National currency,2001,6338500000.0
Mexico,Maritime port infrastructure investment,National currency,2002,4150600000.0
Mexico,Maritime port infrastructure investment,National currency,2003,2774600000.0
Mexico,Maritime port infrastructure investment,National currency,2004,7390500000.0
Mexico,Maritime port infrastructure investment,National currency,2005,7652600000.0
Mexico,Maritime port infrastructure investment,National currency,2006,7016800000.0
Mexico,Maritime port infrastructure investment,National currency,2007,6546500000.0
Mexico,Maritime port infrastructure investment,National currency,2008,9439300000.0
Mexico,Maritime port infrastructure investment,National currency,2009,7186500000.0
Mexico,Maritime port infrastructure investment,National currency,2010,8142900000.0
Mexico,Maritime port infrastructure investment,National currency,2011,9376000000.0
Mexico,Maritime port infrastructure investment,National currency,2012,11283600000.0
Mexico,Maritime port infrastructure investment,National currency,2013,11079200000.0
Mexico,Maritime port infrastructure investment,National currency,2014,11098100000.0
Mexico,Maritime port infrastructure investment,National currency,2015,12224100000.0
Mexico,Maritime port infrastructure investment,National currency,2016,11200100000.0
Mexico,Maritime port infrastructure investment,National currency,2017,12427000000.0
Mexico,Maritime port infrastructure investment,National currency,2018,11591900000.0
Mexico,Maritime port infrastructure investment,National currency,2019,10449500000.0
Mexico,Maritime port infrastructure investment,National currency,2020,11392700000.0
Mexico,Airport infrastructure investment,National currency,2000,1612000000.0
Mexico,Airport infrastructure investment,National currency,2001,1303500000.0
Mexico,Airport infrastructure investment,National currency,2002,1487000000.0
Mexico,Airport infrastructure investment,National currency,2003,1041200000.0
Mexico,Airport infrastructure investment,National currency,2004,2342900000.0
Mexico,Airport infrastructure investment,National currency,2005,8150600000.0
Mexico,Airport infrastructure investment,National currency,2006,4720300000.0
Mexico,Airport infrastructure investment,National currency,2007,2861800000.0
Mexico,Airport infrastructure investment,National currency,2008,5310400000.0
Mexico,Airport infrastructure investment,National currency,2009,3359400000.0
Mexico,Airport infrastructure investment,National currency,2010,4530800000.0
Mexico,Airport infrastructure investment,National currency,2011,3908600000.0
Mexico,Airport infrastructure investment,National currency,2012,3418800000.0
Mexico,Airport infrastructure investment,National currency,2013,3340600000.0
Mexico,Airport infrastructure investment,National currency,2014,3919300000.0
Mexico,Airport infrastructure investment,National currency,2015,9539800000.0
Mexico,Airport infrastructure investment,National currency,2016,14264600000.0
Mexico,Airport infrastructure investment,National currency,2017,29988400000.0
Mexico,Airport infrastructure investment,National currency,2018,31980500000.0
Mexico,Airport infrastructure investment,National currency,2019,5575000000.0
Mexico,Airport infrastructure investment,National currency,2020,9086700000.0
Mexico,Airport infrastructure investment,National currency,2021,10405380000.0
Mexico,Total inland transport infrastructure investment,Euro,2000,1738174155.7206
Mexico,Total inland transport infrastructure investment,Euro,2001,1536225894.0162
Mexico,Total inland transport infrastructure investment,Euro,2002,1801840410.7755
Mexico,Total inland transport infrastructure investment,Euro,2003,1910296836.4065
Mexico,Total inland transport infrastructure investment,Euro,2004,2209098463.3264
Mexico,Total inland transport infrastructure investment,Euro,2005,3079837305.489
Mexico,Total inland transport infrastructure investment,Euro,2006,2920193454.4651
Mexico,Total inland transport infrastructure investment,Euro,2007,2727407387.7998
Mexico,Total inland transport infrastructure investment,Euro,2008,3049661512.3326
Mexico,Total inland transport infrastructure investment,Euro,2009,3458664999.1051
Mexico,Total inland transport infrastructure investment,Euro,2010,4372515120.7277
Mexico,Total inland transport infrastructure investment,Euro,2011,4566663314.9638
Mexico,Total inland transport infrastructure investment,Euro,2012,4575987188.4221
Mexico,Total inland transport infrastructure investment,Euro,2013,4879310386.5207
Mexico,Total inland transport infrastructure investment,Euro,2014,5881151547.234
Mexico,Total inland transport infrastructure investment,Euro,2015,5446409836.5327
Mexico,Total inland transport infrastructure investment,Euro,2016,4739217272.6935
Mexico,Total inland transport infrastructure investment,Euro,2017,3814147534.8481
Mexico,Total inland transport infrastructure investment,Euro,2018,3760598357.9263
Mexico,Total inland transport infrastructure investment,Euro,2019,3077904440.4165
Mexico,Total inland transport infrastructure investment,Euro,2020,1930773514.2808
Mexico,Total inland transport infrastructure investment,Euro,2021,2114745657.1789
Mexico,Rail infrastructure investment,Euro,2000,430145458.54736
Mexico,Rail infrastructure investment,Euro,2001,364654792.30789
Mexico,Rail infrastructure investment,Euro,2002,338188474.14209
Mexico,Rail infrastructure investment,Euro,2003,201366278.07285
Mexico,Rail infrastructure investment,Euro,2004,191880952.51
Mexico,Rail infrastructure investment,Euro,2005,222524000.57087
Mexico,Rail infrastructure investment,Euro,2006,370606932.53742
Mexico,Rail infrastructure investment,Euro,2007,562727261.66761
Mexico,Rail infrastructure investment,Euro,2008,498957192.37359
Mexico,Rail infrastructure investment,Euro,2009,437585757.26327
Mexico,Rail infrastructure investment,Euro,2010,434765176.31323
Mexico,Rail infrastructure investment,Euro,2011,649900395.37937
Mexico,Rail infrastructure investment,Euro,2012,590730097.00547
Mexico,Rail infrastructure investment,Euro,2013,699289810.60378
Mexico,Rail infrastructure investment,Euro,2014,997829712.86164
Mexico,Rail infrastructure investment,Euro,2015,1150139165.7925
Mexico,Rail infrastructure investment,Euro,2016,1355875508.1784
Mexico,Rail infrastructure investment,Euro,2017,1652722896.2421
Mexico,Rail infrastructure investment,Euro,2018,1455788071.5437
Mexico,Rail infrastructure investment,Euro,2019,800787259.71153
Mexico,Rail infrastructure investment,Euro,2020,398049883.13529
Mexico,Rail infrastructure investment,Euro,2021,484122592.1379
Mexico,Road infrastructure investment,Euro,2000,1308028697.1733
Mexico,Road infrastructure investment,Euro,2001,1171571101.7083
Mexico,Road infrastructure investment,Euro,2002,1463651936.6334
Mexico,Road infrastructure investment,Euro,2003,1708930558.3336
Mexico,Road infrastructure investment,Euro,2004,2017217510.8164
Mexico,Road infrastructure investment,Euro,2005,2857313304.9181
Mexico,Road infrastructure investment,Euro,2006,2549586521.9277
Mexico,Road infrastructure investment,Euro,2007,2164680126.1322
Mexico,Road infrastructure investment,Euro,2008,2550704319.959
Mexico,Road infrastructure investment,Euro,2009,3021079241.8419
Mexico,Road infrastructure investment,Euro,2010,3937749944.4145
Mexico,Road infrastructure investment,Euro,2011,3916762919.5844
Mexico,Road infrastructure investment,Euro,2012,3985257091.4167
Mexico,Road infrastructure investment,Euro,2013,4180020575.9169
Mexico,Road infrastructure investment,Euro,2014,4883321834.3723
Mexico,Road infrastructure investment,Euro,2015,4296270670.7403
Mexico,Road infrastructure investment,Euro,2016,3383341764.5151
Mexico,Road infrastructure investment,Euro,2017,2161424638.606
Mexico,Road infrastructure investment,Euro,2018,2304810286.3826
Mexico,Road infrastructure investment,Euro,2019,2277117180.705
Mexico,Road infrastructure investment,Euro,2020,1532723631.1455
Mexico,Road infrastructure investment,Euro,2021,1630623065.041
Mexico,Road infrastructure investment: Of which motorway,Euro,2000,79113806.024745
Mexico,Road infrastructure investment: Of which motorway,Euro,2001,94411754.054213
Mexico,Road infrastructure investment: Of which motorway,Euro,2002,59108259.761187
Mexico,Road infrastructure investment: Of which motorway,Euro,2003,36492715.322198
Mexico,Road infrastructure investment: Of which motorway,Euro,2004,997401555.64348
Mexico,Road infrastructure investment: Of which motorway,Euro,2005,688053158.27334
Mexico,Road infrastructure investment: Of which motorway,Euro,2006,413214924.68275
Mexico,Road infrastructure investment: Of which motorway,Euro,2007,307075223.30282
Mexico,Road infrastructure investment: Of which motorway,Euro,2008,412083699.68492
Mexico,Road infrastructure investment: Of which motorway,Euro,2009,545852970.50376
Mexico,Road infrastructure investment: Of which motorway,Euro,2010,522244040.81606
Mexico,Road infrastructure investment: Of which motorway,Euro,2011,500573060.14697
Mexico,Road infrastructure investment: Of which motorway,Euro,2012,509062668.34972
Mexico,Road infrastructure investment: Of which motorway,Euro,2013,688431511.29184
Mexico,Road infrastructure investment: Of which motorway,Euro,2014,1361152654.0373
Mexico,Road infrastructure investment: Of which motorway,Euro,2015,1542942030.7768
Mexico,Road infrastructure investment: Of which motorway,Euro,2016,988412935.04305
Mexico,Road infrastructure investment: Of which motorway,Euro,2017,657194167.63788
Mexico,Road infrastructure investment: Of which motorway,Euro,2018,917787955.21694
Mexico,Road infrastructure investment: Of which motorway,Euro,2019,675658598.44491
Mexico,Road infrastructure investment: Of which motorway,Euro,2020,379841974.30259
Mexico,Inland waterway infrastucture investment,Euro,2000,
Mexico,Inland waterway infrastucture investment,Euro,2001,
Mexico,Inland waterway infrastucture investment,Euro,2002,
Mexico,Inland waterway infrastucture investment,Euro,2003,
Mexico,Inland waterway infrastucture investment,Euro,2004,
Mexico,Inland waterway infrastucture investment,Euro,2005,
Mexico,Inland waterway infrastucture investment,Euro,2006,
Mexico,Inland waterway infrastucture investment,Euro,2007,
Mexico,Inland waterway infrastucture investment,Euro,2008,
Mexico,Inland waterway infrastucture investment,Euro,2009,
Mexico,Inland waterway infrastucture investment,Euro,2010,
Mexico,Inland waterway infrastucture investment,Euro,2011,
Mexico,Inland waterway infrastucture investment,Euro,2012,
Mexico,Inland waterway infrastucture investment,Euro,2013,
Mexico,Inland waterway infrastucture investment,Euro,2014,
Mexico,Inland waterway infrastucture investment,Euro,2015,
Mexico,Inland waterway infrastucture investment,Euro,2016,
Mexico,Inland waterway infrastucture investment,Euro,2017,
Mexico,Inland waterway infrastucture investment,Euro,2018,
Mexico,Inland waterway infrastucture investment,Euro,2019,
Mexico,Inland waterway infrastucture investment,Euro,2020,
Mexico,Inland waterway infrastucture investment,Euro,2021,
Mexico,Maritime port infrastructure investment,Euro,2000,314527298.45173
Mexico,Maritime port infrastructure investment,Euro,2001,757600839.4387
Mexico,Maritime port infrastructure investment,Euro,2002,456097309.84343
Mexico,Maritime port infrastructure investment,Euro,2003,227636438.69823
Mexico,Maritime port infrastructure investment,Euro,2004,527055742.03715
Mexico,Maritime port infrastructure investment,Euro,2005,565011170.49957
Mexico,Maritime port infrastructure investment,Euro,2006,512904030.34034
Mexico,Maritime port infrastructure investment,Euro,2007,437595060.70048
Mexico,Maritime port infrastructure investment,Euro,2008,580096887.05162
Mexico,Maritime port infrastructure investment,Euro,2009,382791659.91972
Mexico,Maritime port infrastructure investment,Euro,2010,486565331.80333
Mexico,Maritime port infrastructure investment,Euro,2011,542755890.50201
Mexico,Maritime port infrastructure investment,Euro,2012,666596208.02958
Mexico,Maritime port infrastructure investment,Euro,2013,653456109.37994
Mexico,Maritime port infrastructure investment,Euro,2014,629273270.20018
Mexico,Maritime port infrastructure investment,Euro,2015,695308509.05836
Mexico,Maritime port infrastructure investment,Euro,2016,542649626.90991
Mexico,Maritime port infrastructure investment,Euro,2017,582467525.92384
Mexico,Maritime port infrastructure investment,Euro,2018,510389029.25344
Mexico,Maritime port infrastructure investment,Euro,2019,484594153.84537
Mexico,Maritime port infrastructure investment,Euro,2020,465314587.16528
Mexico,Airport infrastructure investment,Euro,2000,184989056.15301
Mexico,Airport infrastructure investment,Euro,2001,155799115.59649
Mexico,Airport infrastructure investment,Euro,2002,163402086.38201
Mexico,Airport infrastructure investment,Euro,2003,85423145.668779
Mexico,Airport infrastructure investment,Euro,2004,167084621.88199
Mexico,Airport infrastructure investment,Euro,2005,601779793.30866
Mexico,Airport infrastructure investment,Euro,2006,345037751.45586
Mexico,Airport infrastructure investment,Euro,2007,191294515.34601
Mexico,Airport infrastructure investment,Euro,2008,326353279.26847
Mexico,Airport infrastructure investment,Euro,2009,178939720.63373
Mexico,Airport infrastructure investment,Euro,2010,270730354.70588
Mexico,Airport infrastructure investment,Euro,2011,226260204.09729
Mexico,Airport infrastructure investment,Euro,2012,201970923.81966
Mexico,Airport infrastructure investment,Euro,2013,197030063.45175
Mexico,Airport infrastructure investment,Euro,2014,222228194.72663
Mexico,Airport infrastructure investment,Euro,2015,542625151.52158
Mexico,Airport infrastructure investment,Euro,2016,691125960.30563
Mexico,Airport infrastructure investment,Euro,2017,1405590178.9985
Mexico,Airport infrastructure investment,Euro,2018,1408094993.0589
Mexico,Airport infrastructure investment,Euro,2019,258539873.45691
Mexico,Airport infrastructure investment,Euro,2020,371130114.82745
Mexico,Airport infrastructure investment,Euro,2021,434003909.18759
Mexico,Total inland transport infrastructure investment,Constant Euro,2000,1787769177.3589
Mexico,Total inland transport infrastructure investment,Constant Euro,2001,1430620562.4777
Mexico,Total inland transport infrastructure investment,Constant Euro,2002,1729922761.9274
Mexico,Total inland transport infrastructure investment,Constant Euro,2003,2361121871.0986
Mexico,Total inland transport infrastructure investment,Constant Euro,2004,2909521262.9707
Mexico,Total inland transport infrastructure investment,Constant Euro,2005,3700666470.0576
Mexico,Total inland transport infrastructure investment,Constant Euro,2006,3331326238.3184
Mexico,Total inland transport infrastructure investment,Constant Euro,2007,3216240866.8727
Mexico,Total inland transport infrastructure investment,Constant Euro,2008,3684177895.1323
Mexico,Total inland transport infrastructure investment,Constant Euro,2009,4637654937.6062
Mexico,Total inland transport infrastructure investment,Constant Euro,2010,4999198121.8223
Mexico,Total inland transport infrastructure investment,Constant Euro,2011,5091919462.2703
Mexico,Total inland transport infrastructure investment,Constant Euro,2012,4804304639.305
Mexico,Total inland transport infrastructure investment,Constant Euro,2013,5053800421.8091
Mexico,Total inland transport infrastructure investment,Constant Euro,2014,6066995691.5934
Mexico,Total inland transport infrastructure investment,Constant Euro,2015,5446409836.5327
Mexico,Total inland transport infrastructure investment,Constant Euro,2016,5268464272.5255
Mexico,Total inland transport infrastructure investment,Constant Euro,2017,4107248337.369
Mexico,Total inland transport infrastructure investment,Constant Euro,2018,4107726779.6296
Mexico,Total inland transport infrastructure investment,Constant Euro,2019,3065587609.922
Mexico,Total inland transport infrastructure investment,Constant Euro,2020,2096144834.8009
Mexico,Total inland transport infrastructure investment,Constant Euro,2021,2137789376.8985
Mexico,Rail infrastructure investment,Constant Euro,2000,442418724.29236
Mexico,Rail infrastructure investment,Constant Euro,2001,339587196.20188
Mexico,Rail infrastructure investment,Constant Euro,2002,324690208.82271
Mexico,Rail infrastructure investment,Constant Euro,2003,248888190.67193
Mexico,Rail infrastructure investment,Constant Euro,2004,252719252.01843
Mexico,Rail infrastructure investment,Constant Euro,2005,267380067.84581
Mexico,Rail infrastructure investment,Constant Euro,2006,422784523.59957
Mexico,Rail infrastructure investment,Constant Euro,2007,663584920.96729
Mexico,Rail infrastructure investment,Constant Euro,2008,602770848.93729
Mexico,Rail infrastructure investment,Constant Euro,2009,586750017.22434
Mexico,Rail infrastructure investment,Constant Euro,2010,497077126.74465
Mexico,Rail infrastructure investment,Constant Euro,2011,724651730.05548
Mexico,Rail infrastructure investment,Constant Euro,2012,620204390.60694
Mexico,Rail infrastructure investment,Constant Euro,2013,724297259.2109
Mexico,Rail infrastructure investment,Constant Euro,2014,1029361090.2992
Mexico,Rail infrastructure investment,Constant Euro,2015,1150139165.7925
Mexico,Rail infrastructure investment,Constant Euro,2016,1507291449.5794
Mexico,Rail infrastructure investment,Constant Euro,2017,1779727529.0748
Mexico,Rail infrastructure investment,Constant Euro,2018,1590167063.2657
Mexico,Rail infrastructure investment,Constant Euro,2019,797582754.46098
Mexico,Rail infrastructure investment,Constant Euro,2020,432142972.93587
Mexico,Rail infrastructure investment,Constant Euro,2021,489397924.08399
Mexico,Road infrastructure investment,Constant Euro,2000,1345350453.0665
Mexico,Road infrastructure investment,Constant Euro,2001,1091033366.2758
Mexico,Road infrastructure investment,Constant Euro,2002,1405232553.1047
Mexico,Road infrastructure investment,Constant Euro,2003,2112233680.4266
Mexico,Road infrastructure investment,Constant Euro,2004,2656802010.9523
Mexico,Road infrastructure investment,Constant Euro,2005,3433286402.2118
Mexico,Road infrastructure investment,Constant Euro,2006,2908541714.7188
Mexico,Road infrastructure investment,Constant Euro,2007,2552655945.9054
Mexico,Road infrastructure investment,Constant Euro,2008,3081407046.195
Mexico,Road infrastructure investment,Constant Euro,2009,4050904920.3819
Mexico,Road infrastructure investment,Constant Euro,2010,4502120995.0777
Mexico,Road infrastructure investment,Constant Euro,2011,4367267732.2148
Mexico,Road infrastructure investment,Constant Euro,2012,4184100248.6981
Mexico,Road infrastructure investment,Constant Euro,2013,4329503162.5982
Mexico,Road infrastructure investment,Constant Euro,2014,5037634601.2942
Mexico,Road infrastructure investment,Constant Euro,2015,4296270670.7403
Mexico,Road infrastructure investment,Constant Euro,2016,3761172822.9461
Mexico,Road infrastructure investment,Constant Euro,2017,2327520808.2942
Mexico,Road infrastructure investment,Constant Euro,2018,2517559716.364
Mexico,Road infrastructure investment,Constant Euro,2019,2268004855.461
Mexico,Road infrastructure investment,Constant Euro,2020,1664001861.865
Mexico,Road infrastructure investment,Constant Euro,2021,1648391452.8145
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2000,81371146.527
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2001,87921572.742426
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2002,56749045.790789
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2003,45104900.265187
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2004,1313640420.3075
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2005,826749922.11483
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2006,471391276.68258
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2007,362112344.05555
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2008,497822348.86859
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2009,731923364.8008
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2010,597093744.88019
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2011,558148812.70063
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2012,534462191.11747
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2013,713050653.99505
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2014,1404165021.3093
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2015,1542942030.7768
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2016,1098792888.1802
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2017,707696707.50734
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2018,1002505931.9935
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2019,672954819.75707
Mexico,Road infrastructure investment: Of which motorway,Constant Euro,2020,412375551.34556
Mexico,Inland waterway infrastucture investment,Constant Euro,2000,
Mexico,Inland waterway infrastucture investment,Constant Euro,2001,
Mexico,Inland waterway infrastucture investment,Constant Euro,2002,
Mexico,Inland waterway infrastucture investment,Constant Euro,2003,
Mexico,Inland waterway infrastucture investment,Constant Euro,2004,
Mexico,Inland waterway infrastucture investment,Constant Euro,2005,
Mexico,Inland waterway infrastucture investment,Constant Euro,2006,
Mexico,Inland waterway infrastucture investment,Constant Euro,2007,
Mexico,Inland waterway infrastucture investment,Constant Euro,2008,
Mexico,Inland waterway infrastucture investment,Constant Euro,2009,
Mexico,Inland waterway infrastucture investment,Constant Euro,2010,
Mexico,Inland waterway infrastucture investment,Constant Euro,2011,
Mexico,Inland waterway infrastucture investment,Constant Euro,2012,
Mexico,Inland waterway infrastucture investment,Constant Euro,2013,
Mexico,Inland waterway infrastucture investment,Constant Euro,2014,
Mexico,Inland waterway infrastucture investment,Constant Euro,2015,
Mexico,Inland waterway infrastucture investment,Constant Euro,2016,
Mexico,Inland waterway infrastucture investment,Constant Euro,2017,
Mexico,Inland waterway infrastucture investment,Constant Euro,2018,
Mexico,Inland waterway infrastucture investment,Constant Euro,2019,
Mexico,Inland waterway infrastucture investment,Constant Euro,2020,
Mexico,Inland waterway infrastucture investment,Constant Euro,2021,
Mexico,Maritime port infrastructure investment,Constant Euro,2000,323501651.29272
Mexico,Maritime port infrastructure investment,Constant Euro,2001,705520811.27721
Mexico,Maritime port infrastructure investment,Constant Euro,2002,437892897.30294
Mexico,Maritime port infrastructure investment,Constant Euro,2003,281358040.18837
Mexico,Maritime port infrastructure investment,Constant Euro,2004,694165476.86101
Mexico,Maritime port infrastructure investment,Constant Euro,2005,678905307.80611
Mexico,Maritime port infrastructure investment,Constant Euro,2006,585115568.76461
Mexico,Maritime port infrastructure investment,Constant Euro,2007,516025264.01525
Mexico,Maritime port infrastructure investment,Constant Euro,2008,700792569.82063
Mexico,Maritime port infrastructure investment,Constant Euro,2009,513277704.59425
Mexico,Maritime port infrastructure investment,Constant Euro,2010,556301447.96166
Mexico,Maritime port infrastructure investment,Constant Euro,2011,605183498.65058
Mexico,Maritime port infrastructure investment,Constant Euro,2012,699855817.5343
Mexico,Maritime port infrastructure investment,Constant Euro,2013,676824489.4486
Mexico,Maritime port infrastructure investment,Constant Euro,2014,649158279.37387
Mexico,Maritime port infrastructure investment,Constant Euro,2015,695308509.05836
Mexico,Maritime port infrastructure investment,Constant Euro,2016,603249441.28365
Mexico,Maritime port infrastructure investment,Constant Euro,2017,627227645.38194
Mexico,Maritime port infrastructure investment,Constant Euro,2018,557501355.88786
Mexico,Maritime port infrastructure investment,Constant Euro,2019,482654956.52229
Mexico,Maritime port infrastructure investment,Constant Euro,2020,505168918.68974
Mexico,Airport infrastructure investment,Constant Euro,2000,190267316.79943
Mexico,Airport infrastructure investment,Constant Euro,2001,145088960.71623
Mexico,Airport infrastructure investment,Constant Euro,2002,156880147.03644
Mexico,Airport infrastructure investment,Constant Euro,2003,105582783.62435
