Country,Year,Airport infrastructure capital value,Airport infrastructure investment,Airport infrastructure maintenance,Inland waterway infrastucture investment,Inland waterway infrastucture maintenance,Maritime port infrastructure investment,Maritime port infrastructure maintenance,Rail infrastructure capital value,Rail infrastructure investment,Rail infrastructure maintenance,Road infrastructure capital value,Road infrastructure capital value: Of which motorway,Road infrastructure investment,Road infrastructure investment: Of which motorway,Road infrastructure maintenance,Road infrastructure maintenance: Of which motorway,Total_Infraestructure
Sweden,2009,0.0,111361092.46521,39573605.99,0.0,0.0,92780801.848047,29197599.54,32708671211.713,1957650788.7462,487455130.9,46977972451.982,0.0,2016202834.4379,0.0,1008041091.8,0.0,85428908618.42236
Sweden,2010,0.0,88385879.42674,29618672.36,0.0,0.0,120355240.07045,30794016.5,33304786657.074,1857772456.6422,560756689.8,48163369757.139,0.0,1869502391.1725,0.0,980472082.691665,0.0,87005815852.87656
Sweden,2011,0.0,129524785.33425,17708910.18,0.0,0.0,90587886.67549,28039107.78,33987371782.901,1627743993.7843,576186637.1,49450996483.179,0.0,1959104947.6762,0.0,877726240.309705,0.0,88744992785.91995
Sweden,2012,0.0,390539458.51937,17095814.84,0.0,0.0,66940106.164634,18983015.18,34065187260.01,1517608804.8837,592325579.5,50334408352.633,0.0,2138086973.0197,0.0,926726378.522275,0.0,90067903755.27269
Sweden,2013,0.0,274250284.60296,15558745.67,0.0,0.0,95982121.179463,18736235.98,34317991066.917,1317409397.5039,605246163.5,49893719875.441,0.0,1908028148.652,0.0,989185605.0160899,0.0,89436109657.4624
Sweden,2014,0.0,113042048.40862,12138743.45,0.0,0.0,102312266.24903,17774588.63,34661640022.637,1459889825.3685,673689423.5,50128458433.231,0.0,1838586106.6193,0.0,1003180441.0514,0.0,90010713913.14485
Sweden,2015,0.0,131273718.53119,13148751.94,0.0,0.0,81244320.915068,23197391.63,35464963386.605,1630006948.5274,668088085.9,47941525469.026,0.0,1861457052.7554,0.0,1183601475.1129,0.0,88998508615.94296
Sweden,2016,0.0,242211633.47707,13590822.41,0.0,0.0,99666031.000136,25812027.06,37170372512.852,1497792913.6538,664865139.4,47582944227.267,0.0,2080976156.7808,0.0,1127090063.0219002,0.0,90505323542.9227
Sweden,2017,0.0,420325450.07387,13863653.98,0.0,0.0,142333514.24441,23311477.44,39786735755.576,1509197372.7903,665895947.4,49738066585.898,0.0,2349838003.5647,0.0,1024164601.2069,0.0,95673734379.17418
Sweden,2018,0.0,349975866.87592,14022903.45,0.0,0.0,200994949.40501,30233777.64,42137333059.579,1452902086.2755,728057212.6,52010352165.112,0.0,2547096313.316,0.0,1053806276.0246,0.0,100524776628.27803
Sweden,2019,0.0,380202023.8295,18251234.09,0.0,0.0,218822690.82456,27301636.84,42332680821.0,1720207630.7059,676131375.7,52613408865.556,0.0,2545855037.2797,0.0,1016785857.02895,0.0,101549649191.8546
Sweden,2020,0.0,344837442.7077,15396236.35,0.0,0.0,109112457.60662,26297919.23,42727615991.098,2086859426.9242,664840086.8,52188364155.812,0.0,2950339651.2529,0.0,1030591547.21895,0.0,102144256935.00037
Sweden,2021,0.0,199694546.36908,21347590.21,0.0,0.0,0.0,0.0,48679441387.49,2073418476.7117,698165281.4,58040044433.597,0.0,2659621502.3183,0.0,1124306417.7909,0.0,113496041656.88696
Switzerland,2000,0.0,725757214.25351,0.0,29483886.829049,0.0,0.0,0.0,0.0,2584376080.1309,826682826.9,69036521010.218,36610369074.759,4797935583.6041,2506130380.4691,1351722811.7736,187109281.8,118656090150.73727
Switzerland,2001,0.0,837033553.08786,0.0,0.0,0.0,0.0,0.0,0.0,2749145915.7634,942216340.8,68530461378.209,36536403873.561,4624721099.5344,2462384420.7241,2358308820.1039,194864954.2,119235542356.98366
Switzerland,2002,0.0,707079476.19004,0.0,6853759.0583849,0.0,0.0,0.0,0.0,3372049456.7254,1489550302.0,71787757358.653,38544855568.451,4771358597.8123,2639839530.6546,2434226758.9515,198759012.7,125952331823.19621
Switzerland,2003,0.0,431964264.27847,0.0,0.0,0.0,0.0,0.0,0.0,3464808098.7388,1002611792.0,72375612479.857,39093902665.265,4727735197.7214,2569050624.393,2580418105.01595,205751399.6,126451856629.86963
Switzerland,2004,0.0,266225869.0699,0.0,2173272.4005706,0.0,0.0,0.0,0.0,3550040466.3321,1446312783.0,70039136289.389,38077905730.398,4579084948.0023,2506869714.0582,2476443900.2251,197767788.5,123141962765.37517
Switzerland,2005,0.0,171369937.66818,0.0,0.0,0.0,0.0,0.0,0.0,3611541605.6405,1126145305.0,69550648864.062,37839759528.594,4558866105.7938,2341701011.6148,2505620082.21395,203302224.2,121908956669.78723
Switzerland,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3789763825.3618,1131395150.0,67762780870.896,36796987537.436,4369808802.4182,2131614049.9601,2472877260.9216003,188565858.3,118643795361.29369
Switzerland,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3792316643.5718,1379745104.0,66388834373.098,35908064570.485,4354324886.3594,2062679282.6118,2295610388.76455,182380100.0,116363957355.89056
Switzerland,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3994327709.1561,723624001.1,65148233512.889,34927814187.176,4326388590.3113,1873360809.2919,2453987494.7743998,279276637.0,113727014949.6987
Switzerland,2009,0.0,253291095.63596,0.0,0.0,0.0,0.0,0.0,0.0,4331774384.5821,801591820.3,68266420116.756,36269298298.241,4494675324.5205,1928985520.4904,2725610848.8629,295009629.0,119366659047.38885
Switzerland,2010,0.0,286317224.52938,0.0,0.0,0.0,0.0,0.0,0.0,4123558378.0159,797949378.3,70793484362.534,36112622458.521,4648965243.6471,2039641259.2763,2717553863.02945,265655156.8,121785749334.65312
Switzerland,2011,0.0,385355278.48977,0.0,0.0,0.0,0.0,0.0,0.0,4013799534.3687,785018302.5,69617304554.122,35101610028.609,4499309031.2779,1912468646.9604,2630717470.2411003,279477961.9,119225062819.46887
Switzerland,2012,0.0,300907400.88827,0.0,0.0,0.0,0.0,0.0,0.0,3938208146.4217,828202815.0,69717931906.202,34764448675.154,4411736407.3807,1879963793.0104,2744011376.87615,301850684.3,118887263217.23322
Switzerland,2013,0.0,336721257.67808,0.0,0.0,0.0,0.0,0.0,0.0,4196923521.1147,834361790.4,69462049894.989,34196812036.525,4272267227.9432,1736625933.9364,2750510383.92555,312536858.0,118098810917.51195
Switzerland,2014,0.0,333394720.29771,0.0,0.0,0.0,0.0,0.0,0.0,4026885249.086,548186837.0,70266906287.507,34142607770.544,4137082943.7502,1653899298.7318,2745603578.96115,307246114.8,118161814814.67787
Switzerland,2015,0.0,213563132.25927,0.0,0.0,0.0,0.0,0.0,0.0,4193518171.5999,549831397.5,70999777946.028,34062889859.642,4225708277.7483,1690985373.6324,2761333832.9481,310059010.9,119007669017.25798
Switzerland,2016,0.0,358390204.77462,0.0,0.0,0.0,0.0,0.0,0.0,3913284168.0612,551153604.7,71383169617.186,33846402873.408,4048150712.1532,1544604807.8935,2753896534.1693,312419735.6,118711474273.94583
Switzerland,2017,0.0,341139003.37205,0.0,0.0,0.0,0.0,0.0,0.0,3249344323.7167,676283252.2,71591983289.422,33351152651.098,4092160388.6065,1520902804.3462,2820344698.19445,321158698.9,117964471126.8559
Switzerland,2018,0.0,476206102.30004,0.0,0.0,0.0,0.0,0.0,0.0,3310996858.3545,586758936.9,71464610791.011,32918964267.779,4105206716.4295,1657998755.7251,2789433358.9334,324093312.6,117634271118.03255
Switzerland,2019,0.0,563931342.7349,0.0,0.0,0.0,0.0,0.0,0.0,3536251996.6084,491300316.6,71536610910.392,32518515727.911,4427652197.6481,1736240125.0727,2711866719.767,315714541.8,117838085897.53409
Switzerland,2020,0.0,477834431.87871,0.0,0.0,0.0,0.0,0.0,0.0,3748878631.5735,602366571.5,71992784848.73,32300680955.299,4640757821.8467,1834888343.9048,2749854134.0178003,365970229.3,118714017988.0505
Switzerland,2021,0.0,282863800.84517,0.0,0.0,0.0,0.0,0.0,0.0,3572232794.076,649690406.0,0.0,0.0,0.0,0.0,0.0,0.0,4504789021.92117
Austria,2000,0.0,107670327.04251,0.0,0.0,0.0,0.0,0.0,0.0,1574350269.8046,455629310.8,0.0,0.0,623700065.18529,379472250.18642,667030806.57803,320384875.6,4128239905.19685
Austria,2001,0.0,104325938.30144,0.0,0.0,21895567.3,0.0,0.0,0.0,1379420739.7635,435335396.9,0.0,0.0,824303710.03606,533221462.42958,669746764.4021499,327145534.9,4295397115.032729
Austria,2002,0.0,129885441.79418,0.0,1273386.6842566,21647573.63,0.0,0.0,0.0,1516603540.9497,431678086.0,0.0,0.0,677441716.02453,677441716.02453,374375685.185725,374375685.2,4204724833.492922
Austria,2003,0.0,198598318.67565,0.0,3770854.1520693,21368173.53,0.0,0.0,0.0,1439209334.7065,421078713.6,0.0,0.0,817018399.61502,817018399.61502,487697137.000485,487697137.0,4693458470.894745
Austria,2004,0.0,296509893.65469,0.0,14825494.682735,0.0,0.0,0.0,0.0,1649336283.4542,421291140.6,0.0,0.0,889529680.96408,889529680.96408,565839713.712185,565839713.7,5292703605.73197
Austria,2005,0.0,436166742.16274,0.0,8434163.5224839,0.0,0.0,0.0,0.0,1602491069.2719,363873912.0,0.0,0.0,827752905.70663,827752905.70663,533762062.911455,533762062.9,5133997829.181838
Austria,2006,0.0,256603713.62659,0.0,8277539.149245,0.0,0.0,0.0,0.0,1760750827.6037,428067024.6,0.0,0.0,948369485.38492,948369485.38492,585340268.405445,585340268.4,5521120618.55482
Austria,2007,0.0,216323617.84965,0.0,4627243.1625594,0.0,0.0,0.0,0.0,1741000239.913,375963507.0,0.0,0.0,1006425387.8567,1006425387.8567,562210044.27548,562210044.3,5475187479.214089
Austria,2008,0.0,347191909.2574,0.0,3403842.2476215,0.0,0.0,0.0,0.0,1909555500.9157,403922613.4,0.0,0.0,992787322.22295,992787322.22295,529864776.52321,529864776.5,5709380071.289831
Austria,2009,0.0,246100228.77753,0.0,5567878.4791297,0.0,0.0,0.0,0.0,2296193084.7931,387524342.1,0.0,0.0,740527837.72425,740527837.72425,574605059.02309,574605059.0,5565653336.621349
Austria,2010,0.0,192085162.03496,0.0,12143314.841291,0.0,0.0,0.0,0.0,2137223412.0671,379754573.2,0.0,0.0,430535708.00939,430535708.00939,617101181.490065,617101181.5,4816482251.152196
Austria,2011,0.0,0.0,0.0,2168124.8034283,11924686.42,0.0,0.0,0.0,2323145726.8735,488912143.2,0.0,0.0,328470907.71939,328470907.71939,535526826.4234,535526826.4,4554148160.559108
Austria,2012,0.0,0.0,0.0,3186724.375829,12746897.5,0.0,0.0,0.0,1793063582.1331,509875900.1,0.0,0.0,347352956.96536,347352956.96536,549178834.100595,549178834.1,4111938698.2402444
Austria,2013,0.0,0.0,0.0,11497942.33093,17769547.24,0.0,0.0,0.0,1722600814.6702,519497939.9,0.0,0.0,379432096.92069,379432096.92069,584304523.9040849,584304523.9,4198841498.786595
Austria,2014,0.0,0.0,0.0,10230097.866681,19437185.95,0.0,0.0,0.0,1603056335.7088,515596932.5,0.0,0.0,463423433.36063,463423433.36063,682347527.703795,682347527.7,4439864488.150537
Austria,2015,0.0,0.0,0.0,2000000.0,14000000.0,0.0,0.0,0.0,1549000000.0,503000000.0,0.0,0.0,455000000.0,455000000.0,692000000.0,692000000.0,4362002015.0
Austria,2016,0.0,0.0,0.0,1963704.9455975,11782229.67,0.0,0.0,0.0,1495361316.0725,525291072.9,0.0,0.0,435942497.92265,435942497.92265,684351173.520365,684351173.5,4274987682.453762
Austria,2017,0.0,0.0,0.0,2916233.692449,12637012.67,0.0,0.0,0.0,1508664896.8936,536586999.4,0.0,0.0,500620117.20375,500620117.20375,667817515.585415,667817515.6,4397682425.248964
Austria,2018,0.0,0.0,0.0,2863598.8991628,11454395.6,0.0,0.0,0.0,1605524449.4639,534538461.2,0.0,0.0,441948763.43746,441948763.43746,692990933.5987,692990933.6,4424262317.236683
Austria,2019,0.0,0.0,0.0,4229974.5343011,12313925.87,0.0,0.0,0.0,1632770170.2402,534856780.0,0.0,0.0,528276819.61715,528276819.61715,706875744.399375,706875744.4,4654477997.678176
Austria,2020,0.0,0.0,0.0,3391211.4523295,12281684.72,0.0,0.0,0.0,1834920358.801,529762221.5,0.0,0.0,502265912.39907,502265912.39907,724986015.8949499,724986015.9,4834861353.066419
Austria,2021,0.0,0.0,0.0,3866005.3964966,12586994.31,0.0,0.0,0.0,2022460264.9812,536655493.3,0.0,0.0,431554090.77172,431554090.77172,808264849.187265,808264849.2,5055208658.918402
Belgium,2000,0.0,168381915.27101,0.0,201527961.5842,63640408.92,221415589.37211,171033599.0,0.0,1341751954.758,0.0,0.0,0.0,197550436.02662,0.0,78224669.29956499,0.0,2443528534.231505
Belgium,2001,0.0,166531614.38947,0.0,200624700.79991,66874900.27,243896695.09009,170465432.1,0.0,1122449306.4361,0.0,0.0,0.0,192757065.47443,0.0,81298898.361682,0.0,2244900613.921682
Belgium,2002,0.0,94034468.395848,0.0,197085940.61048,65695313.54,202238514.22121,167458642.3,0.0,1351262429.4143,0.0,0.0,0.0,221560665.26145,0.0,87593751.381217,0.0,2386931727.124505
Belgium,2003,0.0,88501777.438221,0.0,196243071.71084,78240701.79,242417912.11339,166742479.2,0.0,1230046442.9457,0.0,0.0,0.0,237287374.29088,0.0,93632315.26036301,0.0,2333114077.749394
Belgium,2004,0.0,58843655.137535,0.0,191554877.36261,76371552.41,291714290.36267,162759046.1,0.0,1221944838.6007,0.0,0.0,0.0,195310855.35012,0.0,96403435.011279,0.0,2294904554.334914
Belgium,2005,0.0,82770744.270547,0.0,189885825.09126,80336310.62,316476375.15209,158238187.6,0.0,1154563680.8518,0.0,0.0,0.0,189885825.09126,0.0,97377346.200322,0.0,2269536299.8772793
Belgium,2006,0.0,102124354.49475,0.0,188001652.5926,77753769.9,213532741.21629,150865523.7,0.0,1077468143.9503,0.0,0.0,0.0,196125180.79105,0.0,120692418.92417,0.0,2126565791.56916
Belgium,2007,0.0,149969019.31853,0.0,197736929.17554,84427003.47,176630178.30849,144414611.2,0.0,911745875.79347,0.0,0.0,0.0,184406349.68056,0.0,104422872.70534,0.0,1953754846.6519299
Belgium,2008,0.0,125179030.66271,0.0,202876360.03956,93884273.0,219063303.65974,140286844.7,0.0,1060639539.1821,0.0,0.0,0.0,168344213.64985,0.0,110071216.608605,0.0,2120346789.502565
Belgium,2009,0.0,126499454.74373,0.0,205016357.68811,142857142.9,238822246.45583,147219193.0,0.0,1531422334.7052,0.0,0.0,0.0,190839694.65649,0.0,121046892.01963,0.0,2703725325.1689897
Belgium,2010,0.0,32715376.226827,0.0,167938931.29771,70883315.16,250817884.40567,0.0,0.0,1501054605.0358,321701199.6,0.0,0.0,379498364.23119,0.0,200654307.51227,0.0,2925265993.469467
Belgium,2011,0.0,35676810.073452,0.0,159496327.3872,60860440.71,252885624.34418,0.0,0.0,1358936309.155,327387198.3,0.0,0.0,260230849.94753,0.0,163693599.180275,0.0,2619169170.0976367
Belgium,2012,0.0,76210092.687951,0.0,156539649.84552,73120494.34,243048403.70752,0.0,0.0,1373256055.3682,320288362.5,0.0,0.0,569515962.92482,0.0,149330587.011845,0.0,2961311620.385856
Belgium,2013,0.0,95580678.314491,0.0,171634121.27441,67831449.13,202466598.15005,0.0,20233299075.026,1234106984.7444,338129496.4,0.0,0.0,603288797.5334,0.0,151079136.695325,0.0,23097418350.268078
Belgium,2014,0.0,108739837.39837,0.0,104674796.74797,27439024.39,152439024.39024,0.0,20662601626.016,1125994469.9797,338414634.1,0.0,0.0,423780487.80488,0.0,209349593.49796498,0.0,23153435508.325123
Belgium,2015,0.0,127000000.0,0.0,291000000.0,82000000.0,108000000.0,0.0,20599000000.0,1005993899.6279,313000000.0,0.0,0.0,778000000.0,0.0,457000000.0,0.0,23760995914.6279
Belgium,2016,0.0,107588582.67717,0.0,221456692.91339,101377952.8,264763779.52756,0.0,21195866141.732,943979988.76969,306102362.2,0.0,0.0,797244094.48819,0.0,519685039.38504,0.0,24458066650.493042
Belgium,2017,0.0,113004859.08649,0.0,230796890.18465,84995140.91,174927113.70262,0.0,20975704567.541,855199222.54616,308066083.6,0.0,0.0,637420796.89018,0.0,385614188.51628,0.0,23765730879.97738
Belgium,2018,0.0,95734597.156398,0.0,186729857.81991,56872037.91,160189573.45972,0.0,21302369668.246,877725118.48341,303317535.5,42683822085.488,0.0,645497630.33175,0.0,204739336.496445,0.0,66516999458.891624
Belgium,2019,0.0,122109158.18686,0.0,182238667.90009,56429232.19,183163737.2803,0.0,21391304347.826,831637372.80296,296022201.7,41796477651.277,0.0,679925994.44958,0.0,197039777.99167502,0.0,65736350160.60446
Belgium,2020,0.0,167424931.75614,0.0,226569608.73521,50045495.91,232029117.37944,0.0,21641492265.696,917426956.32393,284804367.6,0.0,0.0,552320291.17379,0.0,141037306.6212,0.0,24213152361.195705
Belgium,2021,0.0,82616179.001721,0.0,483648881.23924,80895008.61,194492254.73322,0.0,21295180722.892,978710060.67126,260757315.0,45489672977.625,0.0,1128227194.4923,0.0,428571428.58571506,0.0,70422774043.85045
Denmark,2000,0.0,169080837.44847,0.0,0.0,0.0,81466221.679719,0.0,0.0,807553136.13174,0.0,0.0,0.0,650961224.17662,174076407.64581,839063655.819025,98758580.06,2820962062.961384
Denmark,2001,0.0,86764388.050584,0.0,0.0,0.0,134260410.81965,0.0,0.0,640635330.73556,0.0,0.0,0.0,692619166.67966,0.0,902611424.813975,0.0,2456892722.099429
Denmark,2002,0.0,144725827.20544,0.0,0.0,0.0,14325652.946732,0.0,0.0,652919182.37989,0.0,0.0,0.0,544742136.41034,0.0,919964046.292175,0.0,2276678847.234577
Denmark,2003,0.0,25320589.369365,0.0,0.0,0.0,53694015.754895,0.0,0.0,450921985.15231,0.0,0.0,0.0,782783326.6742,0.0,939016750.42131,0.0,2251738670.37208
Denmark,2004,0.0,34426840.725713,0.0,0.0,0.0,131621810.24932,0.0,0.0,441811122.64665,0.0,0.0,0.0,941521931.96837,0.0,952997545.521805,0.0,2502381255.1118584
Denmark,2005,0.0,43004992.325982,0.0,0.0,0.0,82879353.0267,0.0,0.0,295762303.54459,0.0,0.0,0.0,1139055601.3391,0.0,942155349.109315,0.0,2502859604.345687
Denmark,2006,0.0,43385907.655743,0.0,0.0,0.0,122169703.86816,0.0,0.0,208158380.05228,0.0,0.0,0.0,1391168345.8423,0.0,824018989.80408,0.0,2588903333.222563
Denmark,2007,0.0,71814314.31278,0.0,0.0,0.0,75119575.640984,0.0,0.0,259763492.56652,0.0,0.0,0.0,1151733333.7276,0.0,815498113.17926,0.0,2373930836.427144
Denmark,2008,0.0,20888048.183012,0.0,0.0,0.0,73386675.949649,0.0,0.0,387264413.31305,0.0,0.0,0.0,971433494.16462,0.0,743057500.69851,0.0,2196032140.308841
Denmark,2009,0.0,99029859.546861,0.0,0.0,0.0,71272585.046135,0.0,0.0,383975630.59338,0.0,0.0,0.0,768384968.60083,0.0,932615509.3983951,0.0,2255280562.185601
Denmark,2010,0.0,49605358.525897,0.0,0.0,0.0,51133814.951065,0.0,0.0,410182124.28137,0.0,0.0,0.0,969180324.14042,0.0,1094791652.0862,0.0,2574895283.984952
Denmark,2011,0.0,30678600.568236,0.0,0.0,0.0,61357201.136472,0.0,0.0,850141047.64305,0.0,0.0,0.0,1036460651.9562,0.0,867860584.18908,0.0,2846500096.493038
Denmark,2012,0.0,29493576.2347,0.0,0.0,0.0,62206975.202445,0.0,0.0,877981262.84693,0.0,0.0,0.0,1268996535.548,0.0,905542945.4209,0.0,3144223307.252975
Denmark,2013,0.0,76812896.075224,0.0,0.0,0.0,145478969.83944,0.0,0.0,960678459.49973,0.0,0.0,0.0,1009688708.0056,0.0,887357058.700325,0.0,3080018105.120319
Denmark,2014,0.0,21883157.801882,0.0,0.0,0.0,66040244.080678,0.0,0.0,1125810314.7718,0.0,0.0,0.0,1069669594.4586,0.0,772814138.31239,0.0,3056219463.4253497
Denmark,2015,0.0,9921432.976698,0.0,0.0,0.0,73606306.813611,0.0,0.0,1308422492.1567,0.0,0.0,0.0,1086396910.9484,0.0,807792347.094635,0.0,3286141504.9900436
Denmark,2016,0.0,5763218.4628539,0.0,0.0,0.0,78982289.388656,0.0,0.0,1155656284.04,0.0,0.0,0.0,1072220598.5664,0.0,896966364.400265,0.0,3209590770.8581743
Denmark,2017,0.0,2662954.4979519,0.0,0.0,0.0,44636189.679956,0.0,0.0,1158512013.9661,0.0,0.0,0.0,1005201919.2983,0.0,1054149559.0589,0.0,3265164653.501208
Denmark,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213831435.6672,0.0,0.0,0.0,973644178.78826,0.0,1034263441.15605,0.0,3221741073.6115103
Finland,2000,0.0,99903694.901526,219788128.8,0.0,41498457.88,90681815.372154,144476112.6,5176548375.8206,358116321.72393,176752691.0,32793003606.445,0.0,750046201.72222,0.0,820747278.107035,0.0,40671564684.37247
Finland,2001,0.0,94485521.006656,223465756.0,4499310.5241265,28495633.32,107983452.57904,119981614.0,5327183660.5658,305953115.6406,187471271.8,33162918103.162,0.0,761883248.75208,0.0,814375204.883445,0.0,41138697893.23375
Finland,2002,0.0,75070557.075202,222267727.8,5887886.8294276,25023519.03,80958443.90463,133949425.4,5438935458.6838,331193634.1553,198716180.5,33166466510.166,0.0,765425287.82559,0.0,933230062.4821401,0.0,41377126695.85209
Finland,2003,0.0,61944319.362314,233371621.8,2881131.1331309,18727352.37,128210335.42432,126769769.9,5688793422.3669,396155530.8055,197357482.6,33501792816.046,0.0,767821446.97938,0.0,903234610.218265,0.0,42027061842.005806
Finland,2004,0.0,66772698.510688,251788717.3,5564391.5425573,19475370.4,164149550.50544,122416613.9,5980329810.3635,456280106.4897,215620172.3,33736905922.525,0.0,833267633.49796,0.0,816574458.885145,0.0,42669147450.21999
Finland,2005,0.0,63532114.537445,239569015.2,1323585.7195301,19853785.79,180007657.85609,123093471.9,6155997181.5345,371927587.18796,206479372.2,33796437762.481,0.0,787533503.12041,0.0,794151431.70903,0.0,42739908474.23596
Finland,2006,0.0,75123923.461592,254169274.4,2504130.7820531,18780980.87,244152751.25017,110181754.4,6272847609.0429,292983301.50021,195322201.0,34171368651.896,0.0,813842504.16724,0.0,766264019.304115,0.0,43217543108.07428
Finland,2007,0.0,88415666.423648,260467774.1,5974031.5151113,19116900.85,264052192.96792,106337761.0,6406551396.8054,252104129.9377,199532652.6,34934941494.068,0.0,958234655.02386,0.0,730026651.1233051,0.0,44225757313.41494
Finland,2008,0.0,119591010.44226,256899207.6,2214648.3415233,18824510.9,263543152.64128,90800582.0,6587471491.8612,362095003.83907,199318350.7,35310353157.248,0.0,1077426418.1511,0.0,745229166.9113,0.0,45033768708.635735
Finland,2009,0.0,85892423.672497,259937598.0,2260326.9387499,29384250.2,113016346.9375,120927491.2,6821666701.1472,407989012.44436,221512040.0,35640835170.209,0.0,1042010718.7637,0.0,773031813.076235,0.0,45518465901.58924
Finland,2010,0.0,49540500.0,264216000.0,2201800.0,18715300.0,75962100.0,116695400.0,7016035700.0,427149200.0,214675500.0,35619619500.0,0.0,979801000.0,0.0,734300300.0,0.0,45518914310.0
Finland,2011,0.0,45706359.690508,277354500.8,1038780.902057,20775618.04,79986129.458389,126731270.1,7062671353.0855,368767220.23023,204639837.7,35597982732.591,0.0,1010733817.7015,0.0,683517833.57675,0.0,45479907464.87594
Finland,2012,0.0,44530786.516852,265205573.0,1979146.0674157,14843595.51,55416089.887638,99946876.4,7185289797.7526,445307865.16852,179112719.1,35314892853.931,0.0,1116238382.0224,0.0,519525842.698305,0.0,45242291540.054726
Finland,2013,0.0,34421565.124172,246851795.6,2950419.8677862,15735572.63,39338931.570482,110149008.4,7583562533.4997,595001340.00355,197678131.1,35439459978.558,0.0,1129027336.0728,0.0,502554850.806455,0.0,45896733476.23295
Finland,2014,0.0,84060552.250736,227745449.7,1954896.5639706,16616620.79,43007724.407353,98722276.48,7988684808.6659,628499245.31655,189624966.7,35720847465.153,0.0,1210080973.0978,0.0,494588830.69228,0.0,46704435823.8176
Finland,2015,0.0,78866994.0,232015669.0,2000000.0,16297800.0,55000000.0,76000000.0,8362000000.0,567000000.0,206000000.0,35865000000.0,0.0,1243000000.0,0.0,508900000.0,0.0,47212082478.0
Finland,2016,0.0,186925434.11645,245148110.3,2042900.9193054,18386108.27,116445352.40041,92951991.83,8890704800.8172,548518896.8335,220633299.3,36503575076.609,0.0,1203268641.4709,0.0,555669050.075535,0.0,48584271678.94231
Finland,2017,0.0,173934588.70168,217046580.8,4162537.1655104,15857284.44,98612487.611497,93161546.09,9059464816.6501,516352824.57879,230921704.7,35933597621.407,0.0,1223984142.7156,0.0,543607532.205055,0.0,48110705684.06523
Finland,2018,0.0,236188642.92589,201251203.1,7795957.6515881,17035611.16,56111645.813282,118094321.5,9248315688.1617,472569778.6333,212704523.6,36289701636.189,0.0,1468719923.0029,0.0,522617901.81434,0.0,48851108851.552
Finland,2019,0.0,288698955.36562,208926875.6,3418803.4188034,11965811.97,82526115.859449,94017094.02,9402659069.3257,438746438.74644,219373219.4,36546058879.392,0.0,1445394112.0608,0.0,469135802.48457,0.0,49210923196.64339
Finland,2020,0.0,240469208.21114,158357771.3,2932551.3196481,16617790.81,56695992.179863,98729227.76,9800586510.2639,668621700.87977,253176930.6,36954056695.992,0.0,1411534701.8573,0.0,658846529.807135,0.0,50320627630.98075
Finland,2021,0.0,145852324.52142,141294439.4,0.0,11850501.37,71103008.204193,93892433.91,10014585232.452,552415679.12489,246125797.6,37084776663.628,0.0,1253418413.856,0.0,563354603.481995,0.0,50178671118.5485
Greece,2000,0.0,65822784.810127,0.0,0.0,0.0,210126582.27848,0.0,0.0,748101265.82278,0.0,0.0,0.0,1774683544.3038,1646835443.038,0.0,0.0,4445571620.253187
Greece,2001,0.0,62885326.75709,0.0,0.0,0.0,219482120.83847,0.0,0.0,374845869.29716,0.0,0.0,0.0,1977805178.7916,1893958076.4488,0.0,0.0,4528978573.13312
Greece,2002,0.0,76923076.923077,0.0,0.0,0.0,117788461.53846,0.0,0.0,1181490384.6154,0.0,0.0,0.0,2033653846.1538,2018028846.1538,0.0,0.0,5427886617.384537
Greece,2003,0.0,106432748.53801,0.0,0.0,0.0,122807017.54386,0.0,0.0,1987134502.924,0.0,0.0,0.0,1913450292.3977,1911111111.1111,0.0,0.0,6040937675.51467
Greece,2004,0.0,106575963.71882,0.0,0.0,0.0,97505668.93424,0.0,0.0,2024943310.6576,0.0,0.0,0.0,1708616780.0454,1603174603.1746,0.0,0.0,5540818330.53066
Greece,2005,0.0,99780701.754386,0.0,0.0,0.0,93201754.385965,0.0,0.0,471491228.07018,0.0,0.0,0.0,1184210526.3158,1097587719.2982,0.0,0.0,2946273934.8245306
Greece,2006,0.0,69473684.210526,0.0,0.0,0.0,93684210.526316,0.0,0.0,260000000.0,0.0,0.0,0.0,1465263157.8947,1375789473.6842,0.0,0.0,3264212532.3157425
Greece,2007,0.0,37223340.040241,0.0,0.0,0.0,64386317.907445,0.0,0.0,325955734.40644,0.0,0.0,0.0,1525150905.4326,1434607645.8753,0.0,0.0,3387325950.662026
Greece,2008,0.0,43062200.956938,0.0,0.0,0.0,107177033.49282,0.0,0.0,325358851.67464,0.0,0.0,0.0,1684210526.3158,1520574162.6794,0.0,0.0,3680384783.119598
Greece,2009,0.0,48944337.8119,0.0,0.0,0.0,102687140.11516,0.0,0.0,448176583.49328,0.0,0.0,0.0,1718809980.8061,1700575815.739,0.0,0.0,4019195866.96544
Greece,2010,0.0,27753239.802074,0.0,0.0,0.0,57549582.818096,0.0,0.0,474611418.05354,0.0,0.0,0.0,1088856746.6305,1066043378.5815,0.0,0.0,2714816375.8857102
