Country,Variable,Measure,Year,Value
Ireland,Airport infrastructure investment,Constant Euro,2016,123383084.57711
Ireland,Airport infrastructure investment,Constant Euro,2017,174852652.25933
Ireland,Airport infrastructure investment,Constant Euro,2018,124170616.11374
Ireland,Airport infrastructure investment,Constant Euro,2020,261467889.90826
Ireland,Airport infrastructure maintenance,Constant Euro,2010,34340000.0
Ireland,Rail infrastructure investment,Constant Euro,2009,140912053.68921
Ireland,Airport infrastructure maintenance,Constant Euro,2020,917431.1927
Ireland,Total road spending,Constant Euro,2019,846011131.72542
Ireland,Airport infrastructure capital value,Constant Euro,2020,78899082.568807
Ireland,Airport infrastructure capital value,Constant Euro,2019,35250463.821892
Ireland,Airport infrastructure capital value,Constant Euro,2018,36966824.64455
Ireland,Airport infrastructure capital value,Constant Euro,2017,30451866.404715
Ireland,Airport infrastructure capital value,Constant Euro,2016,29850746.268657
Ireland,Airport infrastructure capital value,Constant Euro,2015,29000000.0
Ireland,Airport infrastructure capital value,Constant Euro,2014,30269730.26973
Ireland,Airport infrastructure capital value,Constant Euro,2013,29556004.036327
Ireland,Airport infrastructure capital value,Constant Euro,2012,30792682.926829
Ireland,Rail infrastructure capital value,Constant Euro,2020,1107339449.5413
Ireland,Rail infrastructure capital value,Constant Euro,2019,1102180380.2134
Ireland,Rail infrastructure capital value,Constant Euro,2018,1142685702.6635
Ireland,Rail infrastructure capital value,Constant Euro,2017,1238291431.11
Ireland,Total road spending,Constant Euro,2018,740284360.18957
Ireland,Rail infrastructure capital value,Constant Euro,2016,1288984207.8308
Ireland,Rail infrastructure capital value,Constant Euro,2014,831028201.7982
Ireland,Rail infrastructure capital value,Constant Euro,2013,856250979.83996
Ireland,Rail infrastructure capital value,Constant Euro,2012,844874237.80488
Ireland,Airport infrastructure maintenance,Constant Euro,2011,30041025.64
Ireland,Rail infrastructure capital value,Constant Euro,2010,712429868.07
Ireland,Rail infrastructure capital value,Constant Euro,2009,648599373.61669
Ireland,Rail infrastructure capital value,Constant Euro,2008,530650495.50969
Ireland,Rail infrastructure capital value,Constant Euro,2007,1353775340.6215
Ireland,Rail infrastructure capital value,Constant Euro,2006,1232797449.0921
Ireland,Rail infrastructure capital value,Constant Euro,2005,1170563738.6527
Ireland,Rail infrastructure capital value,Constant Euro,2004,1065958322.7169
Ireland,Rail infrastructure capital value,Constant Euro,2003,953595556.50303
Ireland,Rail infrastructure capital value,Constant Euro,2002,792915907.10125
Ireland,Rail infrastructure capital value,Constant Euro,2001,694086906.82621
Ireland,Rail infrastructure capital value,Constant Euro,2015,1369229000.0
Ireland,Rail infrastructure capital value,Constant Euro,2000,695178451.14271
Ireland,Total road spending,Constant Euro,2017,616895874.26326
Ireland,Total road spending,Constant Euro,2015,694000000.0
Ireland,Road infrastructure maintenance,Constant Euro,2002,176345832.79684
Ireland,Road infrastructure maintenance,Constant Euro,2003,176844952.58737
Ireland,Road infrastructure maintenance,Constant Euro,2004,173529808.58769
Ireland,Road infrastructure maintenance,Constant Euro,2006,189873910.35303
Ireland,Road infrastructure maintenance,Constant Euro,2007,190407865.45925
Ireland,Road infrastructure maintenance,Constant Euro,2008,193907463.61286
Ireland,Road infrastructure maintenance,Constant Euro,2009,172920098.73588
Ireland,Road infrastructure maintenance,Constant Euro,2011,164707692.30769
Ireland,Road infrastructure maintenance,Constant Euro,2012,142672764.22764
Ireland,Road infrastructure maintenance,Constant Euro,2013,130454086.78103
Ireland,Road infrastructure maintenance,Constant Euro,2014,85764235.764236
Ireland,Road infrastructure maintenance,Constant Euro,2016,82587064.676617
Ireland,Road infrastructure maintenance,Constant Euro,2017,79567779.960707
Ireland,Road infrastructure maintenance,Constant Euro,2018,83412322.274882
Ireland,Total road spending,Constant Euro,2016,701492537.31343
Ireland,Road infrastructure maintenance,Constant Euro,2019,69573283.858998
Ireland,Total road spending,Constant Euro,2001,1784977357.3979
Ireland,Total road spending,Constant Euro,2002,1964817754.0697
Ireland,Total road spending,Constant Euro,2003,2038629314.5489
Ireland,Total road spending,Constant Euro,2004,2004972788.4118
Ireland,Total road spending,Constant Euro,2005,2060193960.0
Ireland,Total road spending,Constant Euro,2006,2368029734.2324
Ireland,Total road spending,Constant Euro,2007,2457710219.9224
Ireland,Total road spending,Constant Euro,2008,2272635661.618
Ireland,Total road spending,Constant Euro,2009,1972306302.6404
Ireland,Total road spending,Constant Euro,2010,1594790000.0
Ireland,Total road spending,Constant Euro,2011,1218215384.6154
Ireland,Total road spending,Constant Euro,2012,1052083333.3333
Ireland,Total road spending,Constant Euro,2013,735842583.24924
Ireland,Total road spending,Constant Euro,2014,729500499.5005
Ireland,Total road spending,Constant Euro,2000,1426470750.473
Ireland,Rail infrastructure investment,Constant Euro,2010,102683304.5214
Ireland,Rail infrastructure capital value,Constant Euro,2011,831859236.21538
Ireland,Road infrastructure maintenance,Constant Euro,2000,150079587.97562
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2004,1362513.586
Luxembourg,Road infrastructure maintenance,Constant Euro,2006,31892713.26
Luxembourg,Road infrastructure maintenance,Constant Euro,2007,29794043.41
Luxembourg,Road infrastructure maintenance,Constant Euro,2008,32421141.97
Luxembourg,Road infrastructure maintenance,Constant Euro,2009,35592342.9
Luxembourg,Road infrastructure maintenance,Constant Euro,2010,38782379.06
Luxembourg,Road infrastructure maintenance,Constant Euro,2011,40973802.0
Luxembourg,Road infrastructure maintenance,Constant Euro,2012,36217614.06
Luxembourg,Road infrastructure maintenance,Constant Euro,2013,38384386.79
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2010,350430.9018
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2011,253121.9924
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2012,285328.422
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2013,240738.8299
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2014,188963.3996
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2015,78326.0
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2016,232834.919
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2017,189209.0522
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2018,205601.382
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2019,239046.2089
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2020,125042.1004
Luxembourg,Airport infrastructure maintenance,Constant Euro,2000,4816867.096
Luxembourg,Airport infrastructure maintenance,Constant Euro,2001,4958534.561
Luxembourg,Airport infrastructure maintenance,Constant Euro,2002,5366648.337
Luxembourg,Road infrastructure maintenance,Constant Euro,2005,48917237.17
Luxembourg,Road infrastructure maintenance,Constant Euro,2004,47076769.46
Luxembourg,Road infrastructure maintenance,Constant Euro,2003,65326319.74
Luxembourg,Road infrastructure maintenance,Constant Euro,2002,51265378.84
Luxembourg,Rail infrastructure maintenance,Constant Euro,2000,139243473.8
Luxembourg,Rail infrastructure maintenance,Constant Euro,2001,172403781.4
Luxembourg,Rail infrastructure maintenance,Constant Euro,2002,155059110.2
Luxembourg,Rail infrastructure maintenance,Constant Euro,2003,143710915.1
Luxembourg,Rail infrastructure maintenance,Constant Euro,2004,168833499.0
Luxembourg,Rail infrastructure maintenance,Constant Euro,2005,157269137.2
Luxembourg,Rail infrastructure maintenance,Constant Euro,2006,167725997.1
Luxembourg,Rail infrastructure maintenance,Constant Euro,2007,139878102.5
Luxembourg,Rail infrastructure maintenance,Constant Euro,2008,139371966.9
Luxembourg,Rail infrastructure maintenance,Constant Euro,2009,150839808.9
Luxembourg,Airport infrastructure maintenance,Constant Euro,2003,5351490.844
Luxembourg,Rail infrastructure maintenance,Constant Euro,2010,137742046.5
Luxembourg,Rail infrastructure maintenance,Constant Euro,2012,142296163.3
Luxembourg,Rail infrastructure maintenance,Constant Euro,2013,146556792.7
Luxembourg,Rail infrastructure maintenance,Constant Euro,2014,145913289.7
Luxembourg,Rail infrastructure maintenance,Constant Euro,2016,154756741.9
Luxembourg,Rail infrastructure maintenance,Constant Euro,2017,148868536.5
Luxembourg,Rail infrastructure maintenance,Constant Euro,2018,153466849.2
Luxembourg,Rail infrastructure maintenance,Constant Euro,2019,170731165.5
Luxembourg,Rail infrastructure maintenance,Constant Euro,2020,167673237.7
Luxembourg,Road infrastructure maintenance,Constant Euro,2000,40785178.21
Luxembourg,Road infrastructure maintenance,Constant Euro,2001,48456694.94
Luxembourg,Rail infrastructure maintenance,Constant Euro,2011,138083668.0
Luxembourg,Airport infrastructure maintenance,Constant Euro,2004,6110406.078
Luxembourg,Airport infrastructure maintenance,Constant Euro,2005,7747076.845
Luxembourg,Airport infrastructure maintenance,Constant Euro,2006,11088360.07
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2006,9641087.383
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2007,5900504.633
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2008,6882216.348
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2009,9243682.13
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2010,7008429.84
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2011,5688407.15
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2012,6424220.336
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2013,10821539.53
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2014,10562345.74
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2015,13565638.55
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2016,20058620.09
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2017,15568699.91
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2018,25284416.33
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2019,6827285.351
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2020,6885737.262
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2000,475506.9854
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2001,334115.5572
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2002,457603.6938
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2009,249407.7872
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2008,434653.3496
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2007,586468.5493
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2006,975199.8933
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2005,638847.3599
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2005,20543571.94
Luxembourg,Inland waterway infrastucture maintenance,Constant Euro,2003,1091036.606
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2004,18861008.53
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2002,24072546.08
Luxembourg,Airport infrastructure maintenance,Constant Euro,2007,5312459.163
Luxembourg,Airport infrastructure maintenance,Constant Euro,2008,4229491.351
Luxembourg,Airport infrastructure maintenance,Constant Euro,2009,5800199.974
Luxembourg,Airport infrastructure maintenance,Constant Euro,2010,8667542.676
Luxembourg,Airport infrastructure maintenance,Constant Euro,2011,7715095.736
Luxembourg,Airport infrastructure maintenance,Constant Euro,2012,10459528.71
Luxembourg,Airport infrastructure maintenance,Constant Euro,2013,10093100.35
Luxembourg,Airport infrastructure maintenance,Constant Euro,2014,7670047.909
Luxembourg,Airport infrastructure maintenance,Constant Euro,2015,10958492.0
Luxembourg,Airport infrastructure maintenance,Constant Euro,2016,9694095.442
Luxembourg,Airport infrastructure maintenance,Constant Euro,2017,7468086.865
Luxembourg,Airport infrastructure maintenance,Constant Euro,2018,11604119.4
Luxembourg,Airport infrastructure maintenance,Constant Euro,2019,14781766.14
Luxembourg,Airport infrastructure maintenance,Constant Euro,2020,15950949.24
Luxembourg,Road infrastructure maintenance,Constant Euro,2014,35964106.56
Luxembourg,Road infrastructure maintenance,Constant Euro,2015,34742272.68
Luxembourg,Road infrastructure maintenance,Constant Euro,2016,46140636.61
Luxembourg,Road infrastructure maintenance,Constant Euro,2017,53453884.25
Luxembourg,Road infrastructure maintenance,Constant Euro,2018,64897931.31
Luxembourg,Road infrastructure maintenance,Constant Euro,2019,38027937.0
Luxembourg,Road infrastructure maintenance,Constant Euro,2020,35700597.81
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2000,14459891.83
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2001,20346755.39
Luxembourg,Road infrastructure maintenance: Of which motorway,Constant Euro,2003,33744019.99
Luxembourg,Rail infrastructure maintenance,Constant Euro,2015,152571676.0
Luxembourg,Rail infrastructure investment,Constant Euro,2002,106499915.9527
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2001,407196563.33308
Luxembourg,Airport infrastructure investment,Constant Euro,2004,34515655.986649
Luxembourg,Airport infrastructure investment,Constant Euro,2005,36920502.365953
Luxembourg,Airport infrastructure investment,Constant Euro,2006,92897029.760382
Luxembourg,Airport infrastructure investment,Constant Euro,2007,82990859.894739
Luxembourg,Airport infrastructure investment,Constant Euro,2008,56492503.729942
Luxembourg,Airport infrastructure investment,Constant Euro,2009,22533126.732954
Luxembourg,Airport infrastructure investment,Constant Euro,2010,7715268.4422156
Luxembourg,Airport infrastructure investment,Constant Euro,2011,13851986.725335
Luxembourg,Airport infrastructure investment,Constant Euro,2012,11798539.867942
Luxembourg,Airport infrastructure investment,Constant Euro,2013,180524.96326586
Luxembourg,Airport infrastructure investment,Constant Euro,2014,470482.17842789
Luxembourg,Airport infrastructure investment,Constant Euro,2015,1863808.0
Luxembourg,Airport infrastructure investment,Constant Euro,2016,1072252.4496258
Luxembourg,Airport infrastructure investment,Constant Euro,2017,11042620.165562
Luxembourg,Airport infrastructure investment,Constant Euro,2018,12005575.884514
Luxembourg,Airport infrastructure investment,Constant Euro,2019,9730132.1081709
Luxembourg,Airport infrastructure investment,Constant Euro,2020,4512902.7547067
Luxembourg,Airport infrastructure investment,Constant Euro,2003,26849426.586001
Luxembourg,Road infrastructure maintenance,Constant Euro,2000,40785178.20576
Luxembourg,Airport infrastructure investment,Constant Euro,2002,1535745.6596182
Luxembourg,Airport infrastructure investment,Constant Euro,2000,4635616.3051766
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2004,1859022.3011057
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2005,384823.08785163
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2006,886898.16952305
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2007,270805.60172529
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2008,545745.04159268
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2009,420473.00696117
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2010,1171427.4534598
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2011,1441603.4371022
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2012,774649.08901287
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2013,122977.97495835
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2014,326897.96193395
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2015,0.0
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2016,126816.64259892
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2017,26.729616060051
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2018,124354.00142592
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2019,104920.2496626
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2020,66544.634654348
Luxembourg,Airport infrastructure investment,Constant Euro,2001,5538316.6143728
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2003,904020.80136402
Luxembourg,Road infrastructure maintenance,Constant Euro,2001,48456694.937237
Luxembourg,Road infrastructure maintenance,Constant Euro,2003,65326319.74144
Luxembourg,Total road spending,Constant Euro,2004,245682591.00787
Luxembourg,Total road spending,Constant Euro,2005,227820342.80309
Luxembourg,Total road spending,Constant Euro,2006,263441804.42861
Luxembourg,Total road spending,Constant Euro,2007,233159252.91121
Luxembourg,Total road spending,Constant Euro,2008,199388444.81657
Luxembourg,Total road spending,Constant Euro,2009,213966135.34611
Luxembourg,Total road spending,Constant Euro,2010,248387918.56085
Luxembourg,Total road spending,Constant Euro,2011,287322105.73078
Luxembourg,Total road spending,Constant Euro,2012,265556943.99576
Luxembourg,Total road spending,Constant Euro,2013,268817377.17096
Luxembourg,Total road spending,Constant Euro,2014,254452651.51633
Luxembourg,Total road spending,Constant Euro,2015,260959409.1712
Luxembourg,Total road spending,Constant Euro,2016,262069453.10908
Luxembourg,Total road spending,Constant Euro,2017,276772635.1575
Luxembourg,Total road spending,Constant Euro,2018,247744776.04374
Luxembourg,Total road spending,Constant Euro,2019,286652165.96804
Luxembourg,Total road spending,Constant Euro,2020,260580678.86342
Luxembourg,Total road spending,Constant Euro,2003,350711706.89777
Luxembourg,Road infrastructure maintenance,Constant Euro,2002,51265378.838642
Luxembourg,Total road spending,Constant Euro,2002,380793308.25067
Luxembourg,Total road spending,Constant Euro,2000,303583916.43394
Luxembourg,Road infrastructure maintenance,Constant Euro,2004,47076769.461008
Luxembourg,Road infrastructure maintenance,Constant Euro,2005,48917237.171496
Luxembourg,Road infrastructure maintenance,Constant Euro,2006,31892713.259854
Luxembourg,Road infrastructure maintenance,Constant Euro,2007,29794043.414276
Luxembourg,Road infrastructure maintenance,Constant Euro,2008,32421141.969303
Luxembourg,Road infrastructure maintenance,Constant Euro,2009,35592342.901367
Luxembourg,Road infrastructure maintenance,Constant Euro,2010,38782379.063029
Luxembourg,Road infrastructure maintenance,Constant Euro,2011,40973802.002427
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2000,325705708.19478
Luxembourg,Road infrastructure maintenance,Constant Euro,2013,38384386.786022
Luxembourg,Road infrastructure maintenance,Constant Euro,2014,35964106.561052
Luxembourg,Road infrastructure maintenance,Constant Euro,2015,34742272.679797
Luxembourg,Road infrastructure maintenance,Constant Euro,2016,46140636.611042
Luxembourg,Road infrastructure maintenance,Constant Euro,2017,53453884.246936
Luxembourg,Road infrastructure maintenance,Constant Euro,2018,64897931.30899
Luxembourg,Road infrastructure maintenance,Constant Euro,2019,38027937.00248
Luxembourg,Road infrastructure maintenance,Constant Euro,2020,35700597.808627
Luxembourg,Total road spending,Constant Euro,2001,340372704.29772
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2002,2644087.7542009
Luxembourg,Road infrastructure maintenance,Constant Euro,2012,36217614.06455
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2000,826804.19567218
Luxembourg,Rail infrastructure investment,Constant Euro,2006,136760535.53721
Luxembourg,Rail infrastructure investment,Constant Euro,2005,177319480.6717
Luxembourg,Rail infrastructure investment,Constant Euro,2004,157029035.63905
Luxembourg,Rail infrastructure investment,Constant Euro,2003,133698486.69003
Luxembourg,Inland waterway infrastucture investment,Constant Euro,2001,1448051.6660587
Luxembourg,Rail infrastructure investment,Constant Euro,2001,113832502.30654
Luxembourg,Rail infrastructure investment,Constant Euro,2000,62080165.770926
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2020,467685011.51307
Luxembourg,Rail infrastructure investment,Constant Euro,2007,178922467.7986
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2019,473862504.49778
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2017,510413588.61602
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2016,536788751.44759
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2015,503958075.4914
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2014,414568630.9287
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2013,383852869.272
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2012,364379368.64146
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2009,385860879.93773
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2010,390494417.01571
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2018,438843868.66535
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2011,414734430.83999
Luxembourg,Rail infrastructure investment,Constant Euro,2008,181474497.72238
Luxembourg,Rail infrastructure investment,Constant Euro,2010,179717450.06443
Luxembourg,Rail infrastructure investment,Constant Euro,2016,320733118.30695
Luxembourg,Rail infrastructure investment,Constant Euro,2017,287094810.97584
Luxembourg,Rail infrastructure investment,Constant Euro,2018,255872669.92917
Luxembourg,Rail infrastructure investment,Constant Euro,2019,225133355.28255
Luxembourg,Rail infrastructure investment,Constant Euro,2020,242738385.82362
Luxembourg,Road infrastructure investment,Constant Euro,2000,262798738.22818
Luxembourg,Road infrastructure investment,Constant Euro,2001,291916009.36048
Luxembourg,Road infrastructure investment,Constant Euro,2002,329527929.41203
Luxembourg,Rail infrastructure investment,Constant Euro,2009,207066614.48603
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2008,348987545.61124
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2006,369196524.87549
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2005,356607409.39115
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2004,357493879.48702
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2003,419987894.64773
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2002,438671933.11893
Luxembourg,Rail infrastructure investment,Constant Euro,2013,153296900.91211
Luxembourg,Rail infrastructure investment,Constant Euro,2012,134265389.62124
Luxembourg,Rail infrastructure investment,Constant Euro,2011,166944523.67453
Luxembourg,Total inland transport infrastructure investment,Constant Euro,2007,382558482.89726
Luxembourg,Rail infrastructure investment,Constant Euro,2015,277740939.0
Luxembourg,Rail infrastructure investment,Constant Euro,2014,195753188.01148
Luxembourg,Road infrastructure investment,Constant Euro,2017,223318750.91056
Luxembourg,Road infrastructure investment,Constant Euro,2011,246348303.72836
Luxembourg,Road infrastructure investment,Constant Euro,2012,229339329.93121
Luxembourg,Road infrastructure investment,Constant Euro,2013,230432990.38493
Luxembourg,Road infrastructure investment,Constant Euro,2014,218488544.95529
Luxembourg,Road infrastructure investment,Constant Euro,2015,226217136.4914
Luxembourg,Road infrastructure investment,Constant Euro,2016,215928816.49804
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2008,59931071.464583
Luxembourg,Road infrastructure investment,Constant Euro,2010,209605539.49782
Luxembourg,Road infrastructure investment,Constant Euro,2018,182846844.73475
Luxembourg,Road infrastructure investment,Constant Euro,2020,224880081.05479
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2000,146321011.71628
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2007,96262473.874383
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2001,170134266.90503
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2002,179659116.29201
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2003,144376373.54881
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2004,87444973.240658
Luxembourg,Road infrastructure investment,Constant Euro,2019,248624228.96556
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2005,93222648.454688
Luxembourg,Road infrastructure investment,Constant Euro,2009,178373792.44474
Luxembourg,Road infrastructure investment,Constant Euro,2007,203365209.49694
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2020,48045586.082601
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2019,55013244.479401
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2018,48342231.21744
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2017,53277218.284519
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2016,89957383.202906
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2015,104179000.0
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2014,65496940.006185
Luxembourg,Road infrastructure investment,Constant Euro,2008,166967302.84727
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2013,81867831.907232
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2011,51765535.308539
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2010,63776711.548286
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2009,70047960.004601
Luxembourg,Road infrastructure investment,Constant Euro,2003,285385387.15633
Luxembourg,Road infrastructure investment,Constant Euro,2004,198605821.54686
Luxembourg,Road infrastructure investment,Constant Euro,2005,178903105.6316
Luxembourg,Road infrastructure investment,Constant Euro,2006,231549091.16876
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2012,60505354.701147
Luxembourg,Road infrastructure investment: Of which motorway,Constant Euro,2006,143790577.98337
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2001,411861170.1
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2000,465069162.9
Netherlands,Road infrastructure maintenance,Constant Euro,2010,1257379898.0
Netherlands,Road infrastructure investment,Constant Euro,2004,2682308456.5849
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2011,356036298.4
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2010,565768953.4
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2009,727509641.4
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2008,613382684.9
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2007,529578745.8
Netherlands,Road infrastructure maintenance,Constant Euro,2011,335276164.4
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2005,680600994.7
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2004,332128167.9
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2003,476858552.3
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2002,524045371.3
Netherlands,Road infrastructure maintenance,Constant Euro,2009,868182501.4
Netherlands,Inland waterway infrastucture maintenance,Constant Euro,2006,414204005.1
Netherlands,Road infrastructure maintenance,Constant Euro,2011,335276164.39536
Netherlands,Road infrastructure maintenance,Constant Euro,2001,676981384.43724
Netherlands,Inland waterway infrastucture investment,Constant Euro,2010,262084147.51865
Netherlands,Inland waterway infrastucture investment,Constant Euro,2009,378976883.92586
Netherlands,Inland waterway infrastucture investment,Constant Euro,2008,284070883.22275
Netherlands,Inland waterway infrastucture investment,Constant Euro,2007,283087825.48412
Netherlands,Inland waterway infrastucture investment,Constant Euro,2006,342789521.44057
Netherlands,Inland waterway infrastucture investment,Constant Euro,2005,320017686.26732
Netherlands,Inland waterway infrastucture investment,Constant Euro,2004,558526953.68478
Netherlands,Inland waterway infrastucture investment,Constant Euro,2003,557110357.47743
Netherlands,Inland waterway infrastucture investment,Constant Euro,2002,608415487.82069
Netherlands,Inland waterway infrastucture investment,Constant Euro,2001,467351447.5441
Netherlands,Inland waterway infrastucture investment,Constant Euro,2000,516458020.72092
Netherlands,Road infrastructure investment,Constant Euro,2011,2373921324.9913
Netherlands,Road infrastructure investment,Constant Euro,2010,2392037854.3368
Netherlands,Road infrastructure investment,Constant Euro,2009,2480671403.6476
Netherlands,Road infrastructure investment,Constant Euro,2008,2308338954.7805
Netherlands,Road infrastructure investment,Constant Euro,2007,1808317668.4917
Netherlands,Road infrastructure investment,Constant Euro,2006,1817223937.3805
Netherlands,Inland waterway infrastucture investment,Constant Euro,2011,272995762.34049
Netherlands,Total road spending,Constant Euro,2011,2709197489.3866
Netherlands,Total road spending,Constant Euro,2010,3649417752.5513
Netherlands,Total road spending,Constant Euro,2009,3348853905.0512
Netherlands,Road infrastructure maintenance,Constant Euro,2002,759331048.27622
Netherlands,Road infrastructure maintenance,Constant Euro,2003,682721878.57881
Netherlands,Road infrastructure maintenance,Constant Euro,2004,702181005.55844
Netherlands,Road infrastructure maintenance,Constant Euro,2005,816946558.25284
