Country,Variable,Measure,Year,Value
Denmark,Maritime port infrastructure investment,Constant Euro,2011,61357201.136472
Denmark,Maritime port infrastructure investment,Constant Euro,2010,51133814.951065
Denmark,Maritime port infrastructure investment,Constant Euro,2009,71272585.046135
Denmark,Maritime port infrastructure investment,Constant Euro,2001,134260410.81965
Denmark,Road infrastructure maintenance,Constant Euro,2011,867860584.2
Denmark,Maritime port infrastructure investment,Constant Euro,2003,53694015.754895
Denmark,Maritime port infrastructure investment,Constant Euro,2004,131621810.24932
Denmark,Maritime port infrastructure investment,Constant Euro,2005,82879353.0267
Denmark,Maritime port infrastructure investment,Constant Euro,2006,122169703.86816
Denmark,Maritime port infrastructure investment,Constant Euro,2007,75119575.640984
Denmark,Maritime port infrastructure investment,Constant Euro,2008,73386675.949649
Finland,Rail infrastructure maintenance,Constant Euro,2006,195322201.0
Finland,Rail infrastructure maintenance,Constant Euro,2000,176752691.0
Finland,Rail infrastructure maintenance,Constant Euro,2001,187471271.8
Finland,Rail infrastructure maintenance,Constant Euro,2002,198716180.5
Finland,Rail infrastructure maintenance,Constant Euro,2003,197357482.6
Finland,Rail infrastructure maintenance,Constant Euro,2013,197678131.1
Finland,Rail infrastructure maintenance,Constant Euro,2012,179112719.1
Finland,Rail infrastructure maintenance,Constant Euro,2011,204639837.7
Finland,Rail infrastructure maintenance,Constant Euro,2010,214675500.0
Finland,Rail infrastructure maintenance,Constant Euro,2004,215620172.3
Finland,Rail infrastructure maintenance,Constant Euro,2008,199318350.7
Finland,Rail infrastructure maintenance,Constant Euro,2007,199532652.6
Finland,Rail infrastructure maintenance,Constant Euro,2005,206479372.2
Finland,Rail infrastructure maintenance,Constant Euro,2009,221512040.0
Finland,Rail infrastructure investment,Constant Euro,2002,331193634.1553
Finland,Total inland transport infrastructure investment,Constant Euro,2000,1108162523.4462
Finland,Total inland transport infrastructure investment,Constant Euro,2020,2083088954.0567
Finland,Total inland transport infrastructure investment,Constant Euro,2019,1887559354.226
Finland,Total inland transport infrastructure investment,Constant Euro,2018,1949085659.2878
Finland,Total inland transport infrastructure investment,Constant Euro,2017,1744499504.4599
Finland,Total inland transport infrastructure investment,Constant Euro,2016,1753830439.2237
Finland,Total inland transport infrastructure investment,Constant Euro,2015,1812000000.0
Finland,Total inland transport infrastructure investment,Constant Euro,2014,1840535114.9783
Finland,Total inland transport infrastructure investment,Constant Euro,2013,1726979095.9442
Finland,Total inland transport infrastructure investment,Constant Euro,2012,1563525393.2584
Finland,Rail infrastructure maintenance,Constant Euro,2014,189624966.7
Finland,Total inland transport infrastructure investment,Constant Euro,2011,1380539818.8337
Finland,Total inland transport infrastructure investment,Constant Euro,2009,1452260058.1468
Finland,Total inland transport infrastructure investment,Constant Euro,2008,1441736070.3317
Finland,Total inland transport infrastructure investment,Constant Euro,2007,1216312816.4767
Finland,Total inland transport infrastructure investment,Constant Euro,2006,1109329936.4495
Finland,Total inland transport infrastructure investment,Constant Euro,2005,1160784676.0279
Finland,Total inland transport infrastructure investment,Constant Euro,2004,1295112131.5302
Finland,Total inland transport infrastructure investment,Constant Euro,2003,1166858108.918
Finland,Total inland transport infrastructure investment,Constant Euro,2002,1102506808.8103
Finland,Total inland transport infrastructure investment,Constant Euro,2001,1072335674.9168
Finland,Total inland transport infrastructure investment,Constant Euro,2010,1409152000.0
Finland,Rail infrastructure maintenance,Constant Euro,2015,206000000.0
Finland,Maritime port infrastructure maintenance,Constant Euro,2018,118094321.5
Finland,Rail infrastructure maintenance,Constant Euro,2017,230921704.7
Finland,Road infrastructure capital value,Constant Euro,2000,32793003606.445
Finland,Road infrastructure capital value,Constant Euro,2001,33162918103.162
Finland,Road infrastructure capital value,Constant Euro,2002,33166466510.166
Finland,Road infrastructure capital value,Constant Euro,2003,33501792816.046
Finland,Road infrastructure capital value,Constant Euro,2004,33736905922.525
Finland,Road infrastructure capital value,Constant Euro,2005,33796437762.481
Finland,Road infrastructure capital value,Constant Euro,2006,34171368651.896
Finland,Road infrastructure capital value,Constant Euro,2007,34934941494.068
Finland,Rail infrastructure capital value,Constant Euro,2021,10014585232.452
Finland,Road infrastructure capital value,Constant Euro,2008,35310353157.248
Finland,Road infrastructure capital value,Constant Euro,2010,35619619500.0
Finland,Road infrastructure capital value,Constant Euro,2011,35597982732.591
Finland,Road infrastructure capital value,Constant Euro,2012,35314892853.931
Finland,Road infrastructure capital value,Constant Euro,2013,35439459978.558
Finland,Road infrastructure capital value,Constant Euro,2014,35720847465.153
Finland,Road infrastructure capital value,Constant Euro,2015,35865000000.0
Finland,Road infrastructure capital value,Constant Euro,2016,36503575076.609
Finland,Road infrastructure capital value,Constant Euro,2017,35933597621.407
Finland,Road infrastructure capital value,Constant Euro,2009,35640835170.209
Finland,Rail infrastructure capital value,Constant Euro,2020,9800586510.2639
Finland,Rail infrastructure capital value,Constant Euro,2019,9402659069.3257
Finland,Rail infrastructure capital value,Constant Euro,2018,9248315688.1617
Finland,Airport infrastructure maintenance,Constant Euro,2021,141294439.4
Finland,Rail infrastructure capital value,Constant Euro,2000,5176548375.8206
Finland,Rail infrastructure capital value,Constant Euro,2001,5327183660.5658
Finland,Rail infrastructure capital value,Constant Euro,2002,5438935458.6838
Finland,Rail infrastructure capital value,Constant Euro,2003,5688793422.3669
Finland,Rail infrastructure capital value,Constant Euro,2004,5980329810.3635
Finland,Rail infrastructure capital value,Constant Euro,2005,6155997181.5345
Finland,Rail infrastructure capital value,Constant Euro,2006,6272847609.0429
Finland,Rail infrastructure capital value,Constant Euro,2007,6406551396.8054
Finland,Rail infrastructure capital value,Constant Euro,2008,6587471491.8612
Finland,Rail infrastructure capital value,Constant Euro,2009,6821666701.1472
Finland,Rail infrastructure capital value,Constant Euro,2010,7016035700.0
Finland,Rail infrastructure capital value,Constant Euro,2011,7062671353.0855
Finland,Rail infrastructure capital value,Constant Euro,2012,7185289797.7526
Finland,Rail infrastructure capital value,Constant Euro,2013,7583562533.4997
Finland,Rail infrastructure capital value,Constant Euro,2014,7988684808.6659
Finland,Rail infrastructure capital value,Constant Euro,2015,8362000000.0
Finland,Rail infrastructure capital value,Constant Euro,2016,8890704800.8172
Finland,Rail infrastructure capital value,Constant Euro,2017,9059464816.6501
Finland,Road infrastructure capital value,Constant Euro,2018,36289701636.189
Finland,Road infrastructure capital value,Constant Euro,2019,36546058879.392
Finland,Road infrastructure capital value,Constant Euro,2020,36954056695.992
Finland,Road infrastructure capital value,Constant Euro,2021,37084776663.628
Finland,Total road spending,Constant Euro,2003,1671056057.2159
Finland,Total road spending,Constant Euro,2004,1649842092.3682
Finland,Total road spending,Constant Euro,2005,1581684934.8385
Finland,Total road spending,Constant Euro,2006,1580106523.4755
Finland,Total road spending,Constant Euro,2007,1688261306.1705
Finland,Total road spending,Constant Euro,2008,1822655585.0737
Finland,Total road spending,Constant Euro,2009,1815042531.8162
Finland,Total road spending,Constant Euro,2010,1714101300.0
Finland,Total road spending,Constant Euro,2011,1694251651.255
Finland,Total road spending,Constant Euro,2012,1635764224.719
Finland,Total road spending,Constant Euro,2013,1631582186.8858
Finland,Total road spending,Constant Euro,2014,1704669803.7824
Finland,Total road spending,Constant Euro,2015,1751900000.0
Finland,Total road spending,Constant Euro,2016,1758937691.522
Finland,Total road spending,Constant Euro,2017,1767591674.9257
Finland,Total road spending,Constant Euro,2018,1991337824.8316
Finland,Total road spending,Constant Euro,2019,1914529914.5299
Finland,Total road spending,Constant Euro,2020,2070381231.6716
Finland,Total road spending,Constant Euro,2021,1816773017.32
Finland,Total road spending,Constant Euro,2002,1698655350.2899
Finland,Airport infrastructure maintenance,Constant Euro,2020,158357771.3
Finland,Total road spending,Constant Euro,2001,1576258453.619
Finland,Road infrastructure maintenance,Constant Euro,2021,563354603.46399
Finland,Road infrastructure maintenance,Constant Euro,2000,820747278.11407
Finland,Road infrastructure maintenance,Constant Euro,2001,814375204.86689
Finland,Road infrastructure maintenance,Constant Euro,2002,933230062.46428
Finland,Road infrastructure maintenance,Constant Euro,2003,903234610.23653
Finland,Road infrastructure maintenance,Constant Euro,2004,816574458.87029
Finland,Road infrastructure maintenance,Constant Euro,2005,794151431.71806
Finland,Road infrastructure maintenance,Constant Euro,2006,766264019.30823
Finland,Road infrastructure maintenance,Constant Euro,2007,730026651.14661
Finland,Road infrastructure maintenance,Constant Euro,2008,745229166.9226
Finland,Road infrastructure maintenance,Constant Euro,2009,773031813.05247
Finland,Road infrastructure maintenance,Constant Euro,2011,683517833.5535
Finland,Road infrastructure maintenance,Constant Euro,2012,519525842.69661
Finland,Road infrastructure maintenance,Constant Euro,2013,502554850.81291
Finland,Road infrastructure maintenance,Constant Euro,2014,494588830.68456
Finland,Road infrastructure maintenance,Constant Euro,2016,555669050.05107
Finland,Road infrastructure maintenance,Constant Euro,2017,543607532.21011
Finland,Road infrastructure maintenance,Constant Euro,2018,522617901.82868
Finland,Road infrastructure maintenance,Constant Euro,2019,469135802.46914
Finland,Road infrastructure maintenance,Constant Euro,2020,658846529.81427
Finland,Total road spending,Constant Euro,2000,1570793479.8363
Finland,Rail infrastructure maintenance,Constant Euro,2016,220633299.3
Finland,Airport infrastructure maintenance,Constant Euro,2019,208926875.6
Finland,Airport infrastructure maintenance,Constant Euro,2017,217046580.8
Finland,Road infrastructure maintenance,Constant Euro,2019,469135802.5
Finland,Road infrastructure maintenance,Constant Euro,2020,658846529.8
Finland,Road infrastructure maintenance,Constant Euro,2021,563354603.5
Finland,Inland waterway infrastucture maintenance,Constant Euro,2000,41498457.88
Finland,Inland waterway infrastucture maintenance,Constant Euro,2001,28495633.32
Finland,Inland waterway infrastucture maintenance,Constant Euro,2002,25023519.03
Finland,Inland waterway infrastucture maintenance,Constant Euro,2003,18727352.37
Finland,Inland waterway infrastucture maintenance,Constant Euro,2004,19475370.4
Finland,Road infrastructure maintenance,Constant Euro,2018,522617901.8
Finland,Inland waterway infrastucture maintenance,Constant Euro,2005,19853785.79
Finland,Inland waterway infrastucture maintenance,Constant Euro,2007,19116900.85
Finland,Inland waterway infrastucture maintenance,Constant Euro,2008,18824510.9
Finland,Inland waterway infrastucture maintenance,Constant Euro,2009,29384250.2
Finland,Inland waterway infrastucture maintenance,Constant Euro,2010,18715300.0
Finland,Inland waterway infrastucture maintenance,Constant Euro,2011,20775618.04
Finland,Inland waterway infrastucture maintenance,Constant Euro,2012,14843595.51
Finland,Inland waterway infrastucture maintenance,Constant Euro,2013,15735572.63
Finland,Inland waterway infrastucture maintenance,Constant Euro,2014,16616620.79
Finland,Inland waterway infrastucture maintenance,Constant Euro,2006,18780980.87
Finland,Road infrastructure maintenance,Constant Euro,2017,543607532.2
Finland,Road infrastructure maintenance,Constant Euro,2016,555669050.1
Finland,Road infrastructure maintenance,Constant Euro,2015,508900000.0
Finland,Rail infrastructure maintenance,Constant Euro,2018,212704523.6
Finland,Rail infrastructure maintenance,Constant Euro,2019,219373219.4
Finland,Rail infrastructure maintenance,Constant Euro,2020,253176930.6
Finland,Rail infrastructure maintenance,Constant Euro,2021,246125797.6
Finland,Road infrastructure maintenance,Constant Euro,2000,820747278.1
Finland,Road infrastructure maintenance,Constant Euro,2001,814375204.9
Finland,Road infrastructure maintenance,Constant Euro,2002,933230062.5
Finland,Road infrastructure maintenance,Constant Euro,2003,903234610.2
Finland,Road infrastructure maintenance,Constant Euro,2004,816574458.9
Finland,Road infrastructure maintenance,Constant Euro,2005,794151431.7
Finland,Road infrastructure maintenance,Constant Euro,2006,766264019.3
Finland,Road infrastructure maintenance,Constant Euro,2007,730026651.1
Finland,Road infrastructure maintenance,Constant Euro,2008,745229166.9
Finland,Road infrastructure maintenance,Constant Euro,2009,773031813.1
Finland,Road infrastructure maintenance,Constant Euro,2010,734300300.0
Finland,Road infrastructure maintenance,Constant Euro,2011,683517833.6
Finland,Road infrastructure maintenance,Constant Euro,2012,519525842.7
Finland,Road infrastructure maintenance,Constant Euro,2013,502554850.8
Finland,Road infrastructure maintenance,Constant Euro,2014,494588830.7
Finland,Inland waterway infrastucture maintenance,Constant Euro,2015,16297800.0
Finland,Inland waterway infrastucture maintenance,Constant Euro,2016,18386108.27
Finland,Inland waterway infrastucture maintenance,Constant Euro,2017,15857284.44
Finland,Inland waterway infrastucture maintenance,Constant Euro,2018,17035611.16
Finland,Maritime port infrastructure maintenance,Constant Euro,2020,98729227.76
Finland,Maritime port infrastructure maintenance,Constant Euro,2021,93892433.91
Finland,Airport infrastructure maintenance,Constant Euro,2000,219788128.8
Finland,Airport infrastructure maintenance,Constant Euro,2001,223465756.0
Finland,Airport infrastructure maintenance,Constant Euro,2002,222267727.8
Finland,Airport infrastructure maintenance,Constant Euro,2003,233371621.8
Finland,Airport infrastructure maintenance,Constant Euro,2004,251788717.3
Finland,Airport infrastructure maintenance,Constant Euro,2005,239569015.2
Finland,Airport infrastructure maintenance,Constant Euro,2006,254169274.4
Finland,Airport infrastructure maintenance,Constant Euro,2007,260467774.1
Finland,Airport infrastructure maintenance,Constant Euro,2008,256899207.6
Finland,Airport infrastructure maintenance,Constant Euro,2009,259937598.0
Finland,Airport infrastructure maintenance,Constant Euro,2010,264216000.0
Finland,Airport infrastructure maintenance,Constant Euro,2011,277354500.8
Finland,Airport infrastructure maintenance,Constant Euro,2012,265205573.0
Finland,Airport infrastructure maintenance,Constant Euro,2013,246851795.6
Finland,Airport infrastructure maintenance,Constant Euro,2014,227745449.7
Finland,Airport infrastructure maintenance,Constant Euro,2015,232015669.0
Finland,Airport infrastructure maintenance,Constant Euro,2016,245148110.3
Finland,Maritime port infrastructure maintenance,Constant Euro,2019,94017094.02
Finland,Airport infrastructure maintenance,Constant Euro,2018,201251203.1
Finland,Total inland transport infrastructure investment,Constant Euro,2021,1805834092.9809
Finland,Maritime port infrastructure maintenance,Constant Euro,2016,92951991.83
Finland,Inland waterway infrastucture maintenance,Constant Euro,2019,11965811.97
Finland,Inland waterway infrastucture maintenance,Constant Euro,2020,16617790.81
Finland,Inland waterway infrastucture maintenance,Constant Euro,2021,11850501.37
Finland,Rail infrastructure investment,Constant Euro,2001,305953115.6406
Finland,Maritime port infrastructure maintenance,Constant Euro,2001,119981614.0
Finland,Maritime port infrastructure maintenance,Constant Euro,2002,133949425.4
Finland,Maritime port infrastructure maintenance,Constant Euro,2003,126769769.9
Finland,Maritime port infrastructure maintenance,Constant Euro,2004,122416613.9
Finland,Maritime port infrastructure maintenance,Constant Euro,2005,123093471.9
Finland,Maritime port infrastructure maintenance,Constant Euro,2006,110181754.4
Finland,Maritime port infrastructure maintenance,Constant Euro,2007,106337761.0
Finland,Maritime port infrastructure maintenance,Constant Euro,2008,90800582.0
Finland,Maritime port infrastructure maintenance,Constant Euro,2009,120927491.2
Finland,Maritime port infrastructure maintenance,Constant Euro,2010,116695400.0
Finland,Maritime port infrastructure maintenance,Constant Euro,2011,126731270.1
Finland,Maritime port infrastructure maintenance,Constant Euro,2012,99946876.4
Finland,Maritime port infrastructure maintenance,Constant Euro,2013,110149008.4
Finland,Maritime port infrastructure maintenance,Constant Euro,2014,98722276.48
Finland,Maritime port infrastructure maintenance,Constant Euro,2015,76000000.0
Finland,Maritime port infrastructure maintenance,Constant Euro,2017,93161546.09
Finland,Rail infrastructure investment,Constant Euro,2000,358116321.72393
Finland,Maritime port infrastructure maintenance,Constant Euro,2000,144476112.6
Finland,Airport infrastructure investment,Constant Euro,2007,88415666.423648
Finland,Maritime port infrastructure investment,Constant Euro,2003,128210335.42432
Finland,Maritime port infrastructure investment,Constant Euro,2002,80958443.90463
Finland,Maritime port infrastructure investment,Constant Euro,2001,107983452.57904
Finland,Maritime port infrastructure investment,Constant Euro,2000,90681815.372154
Finland,Inland waterway infrastucture investment,Constant Euro,2021,0.0
Finland,Inland waterway infrastucture investment,Constant Euro,2020,2932551.3196481
Finland,Inland waterway infrastucture investment,Constant Euro,2019,3418803.4188034
Finland,Inland waterway infrastucture investment,Constant Euro,2018,7795957.6515881
Finland,Inland waterway infrastucture investment,Constant Euro,2017,4162537.1655104
Finland,Inland waterway infrastucture investment,Constant Euro,2016,2042900.9193054
Finland,Inland waterway infrastucture investment,Constant Euro,2015,2000000.0
Finland,Inland waterway infrastucture investment,Constant Euro,2014,1954896.5639706
Finland,Inland waterway infrastucture investment,Constant Euro,2013,2950419.8677862
Finland,Inland waterway infrastucture investment,Constant Euro,2012,1979146.0674157
Finland,Inland waterway infrastucture investment,Constant Euro,2011,1038780.902057
Finland,Inland waterway infrastucture investment,Constant Euro,2010,2201800.0
Finland,Inland waterway infrastucture investment,Constant Euro,2009,2260326.9387499
Finland,Inland waterway infrastucture investment,Constant Euro,2008,2214648.3415233
Finland,Inland waterway infrastucture investment,Constant Euro,2007,5974031.5151113
Finland,Maritime port infrastructure investment,Constant Euro,2004,164149550.50544
Finland,Inland waterway infrastucture investment,Constant Euro,2006,2504130.7820531
Finland,Maritime port infrastructure investment,Constant Euro,2005,180007657.85609
Finland,Maritime port infrastructure investment,Constant Euro,2007,264052192.96792
Finland,Airport infrastructure investment,Constant Euro,2004,66772698.510688
Finland,Airport infrastructure investment,Constant Euro,2003,61944319.362314
Finland,Airport infrastructure investment,Constant Euro,2002,75070557.075202
Finland,Airport infrastructure investment,Constant Euro,2001,94485521.006656
Finland,Airport infrastructure investment,Constant Euro,2000,99903694.901526
Finland,Maritime port infrastructure investment,Constant Euro,2021,71103008.204193
Finland,Maritime port infrastructure investment,Constant Euro,2020,56695992.179863
Finland,Maritime port infrastructure investment,Constant Euro,2019,82526115.859449
Finland,Maritime port infrastructure investment,Constant Euro,2018,56111645.813282
Finland,Maritime port infrastructure investment,Constant Euro,2017,98612487.611497
Finland,Maritime port infrastructure investment,Constant Euro,2016,116445352.40041
Finland,Maritime port infrastructure investment,Constant Euro,2015,55000000.0
Finland,Maritime port infrastructure investment,Constant Euro,2014,43007724.407353
Finland,Maritime port infrastructure investment,Constant Euro,2013,39338931.570482
Finland,Maritime port infrastructure investment,Constant Euro,2012,55416089.887638
Finland,Maritime port infrastructure investment,Constant Euro,2011,79986129.458389
Finland,Maritime port infrastructure investment,Constant Euro,2010,75962100.0
Finland,Maritime port infrastructure investment,Constant Euro,2009,113016346.9375
Finland,Maritime port infrastructure investment,Constant Euro,2008,263543152.64128
Finland,Maritime port infrastructure investment,Constant Euro,2006,244152751.25017
Finland,Airport infrastructure investment,Constant Euro,2005,63532114.537445
Finland,Inland waterway infrastucture investment,Constant Euro,2005,1323585.7195301
Finland,Inland waterway infrastucture investment,Constant Euro,2003,2881131.1331309
Finland,Rail infrastructure investment,Constant Euro,2012,445307865.16852
Finland,Rail infrastructure investment,Constant Euro,2013,595001340.00355
Finland,Rail infrastructure investment,Constant Euro,2014,628499245.31655
Finland,Rail infrastructure investment,Constant Euro,2015,567000000.0
Finland,Rail infrastructure investment,Constant Euro,2016,548518896.8335
Finland,Rail infrastructure investment,Constant Euro,2017,516352824.57879
Finland,Rail infrastructure investment,Constant Euro,2018,472569778.6333
Finland,Rail infrastructure investment,Constant Euro,2019,438746438.74644
Finland,Rail infrastructure investment,Constant Euro,2020,668621700.87977
Finland,Rail infrastructure investment,Constant Euro,2021,552415679.12489
Finland,Road infrastructure investment,Constant Euro,2000,750046201.72222
Finland,Road infrastructure investment,Constant Euro,2001,761883248.75208
Finland,Road infrastructure investment,Constant Euro,2002,765425287.82559
Finland,Road infrastructure investment,Constant Euro,2003,767821446.97938
Finland,Road infrastructure investment,Constant Euro,2004,833267633.49796
Finland,Road infrastructure investment,Constant Euro,2005,787533503.12041
Finland,Road infrastructure investment,Constant Euro,2006,813842504.16724
Finland,Road infrastructure investment,Constant Euro,2007,958234655.02386
Finland,Road infrastructure investment,Constant Euro,2008,1077426418.1511
Finland,Rail infrastructure investment,Constant Euro,2011,368767220.23023
Finland,Inland waterway infrastucture investment,Constant Euro,2004,5564391.5425573
Finland,Rail infrastructure investment,Constant Euro,2010,427149200.0
Finland,Rail infrastructure investment,Constant Euro,2008,362095003.83907
Finland,Inland waterway infrastucture investment,Constant Euro,2002,5887886.8294276
Finland,Inland waterway infrastucture investment,Constant Euro,2001,4499310.5241265
Finland,Inland waterway infrastucture investment,Constant Euro,2000,0.0
Finland,Road infrastructure investment,Constant Euro,2021,1253418413.856
Finland,Road infrastructure investment,Constant Euro,2020,1411534701.8573
Finland,Road infrastructure investment,Constant Euro,2019,1445394112.0608
Finland,Road infrastructure investment,Constant Euro,2018,1468719923.0029
Finland,Road infrastructure investment,Constant Euro,2017,1223984142.7156
Finland,Road infrastructure investment,Constant Euro,2016,1203268641.4709
Finland,Road infrastructure investment,Constant Euro,2015,1243000000.0
Finland,Road infrastructure investment,Constant Euro,2014,1210080973.0978
Finland,Road infrastructure investment,Constant Euro,2013,1129027336.0728
Finland,Road infrastructure investment,Constant Euro,2012,1116238382.0224
Finland,Road infrastructure investment,Constant Euro,2011,1010733817.7015
Finland,Rail infrastructure investment,Constant Euro,2003,396155530.8055
Finland,Rail infrastructure investment,Constant Euro,2004,456280106.4897
Finland,Rail infrastructure investment,Constant Euro,2005,371927587.18796
Finland,Rail infrastructure investment,Constant Euro,2006,292983301.50021
Finland,Rail infrastructure investment,Constant Euro,2007,252104129.9377
Finland,Rail infrastructure investment,Constant Euro,2009,407989012.44436
Finland,Airport infrastructure investment,Constant Euro,2006,75123923.461592
Finland,Road infrastructure investment,Constant Euro,2010,979801000.0
Finland,Airport infrastructure investment,Constant Euro,2008,119591010.44226
Finland,Road infrastructure investment,Constant Euro,2009,1042010718.7637
Finland,Airport infrastructure investment,Constant Euro,2021,145852324.52142
Finland,Airport infrastructure investment,Constant Euro,2020,240469208.21114
Finland,Airport infrastructure investment,Constant Euro,2019,288698955.36562
Finland,Airport infrastructure investment,Constant Euro,2017,173934588.70168
Finland,Airport infrastructure investment,Constant Euro,2016,186925434.11645
Finland,Airport infrastructure investment,Constant Euro,2018,236188642.92589
Finland,Airport infrastructure investment,Constant Euro,2014,84060552.250736
Finland,Airport infrastructure investment,Constant Euro,2013,34421565.124172
Finland,Airport infrastructure investment,Constant Euro,2012,44530786.516852
Finland,Airport infrastructure investment,Constant Euro,2011,45706359.690508
Finland,Airport infrastructure investment,Constant Euro,2010,49540500.0
Finland,Airport infrastructure investment,Constant Euro,2009,85892423.672497
Finland,Airport infrastructure investment,Constant Euro,2015,78866994.0
Greece,Road infrastructure investment,Constant Euro,2007,1525150905.4326
Greece,Road infrastructure investment,Constant Euro,2012,928642418.07019
Greece,Road infrastructure investment,Constant Euro,2011,1056424110.3727
Greece,Road infrastructure investment,Constant Euro,2010,1088856746.6305
Greece,Road infrastructure investment,Constant Euro,2009,1718809980.8061
Greece,Road infrastructure investment,Constant Euro,2008,1684210526.3158
Greece,Road infrastructure investment,Constant Euro,2006,1465263157.8947
Greece,Rail infrastructure investment,Constant Euro,2021,48165394.865001
Greece,Road infrastructure investment,Constant Euro,2004,1708616780.0454
Greece,Road infrastructure investment,Constant Euro,2003,1913450292.3977
Greece,Road infrastructure investment,Constant Euro,2002,2033653846.1538
Greece,Road infrastructure investment,Constant Euro,2001,1977805178.7916
Greece,Road infrastructure investment,Constant Euro,2000,1774683544.3038
Greece,Road infrastructure investment,Constant Euro,2013,1928553968.3185
Greece,Rail infrastructure investment,Constant Euro,2020,51245654.587861
Greece,Road infrastructure investment,Constant Euro,2005,1184210526.3158
Greece,Road infrastructure investment,Constant Euro,2014,1508524262.0953
Greece,Airport infrastructure investment,Constant Euro,2011,41635245.326493
Greece,Airport infrastructure investment,Constant Euro,2006,69473684.210526
Greece,Airport infrastructure investment,Constant Euro,2003,106432748.53801
Greece,Airport infrastructure investment,Constant Euro,2021,16006518.547181
Greece,Airport infrastructure investment,Constant Euro,2020,22783679.838299
Greece,Airport infrastructure investment,Constant Euro,2019,20849369.956853
Greece,Airport infrastructure investment,Constant Euro,2018,27443624.082646
Greece,Airport infrastructure investment,Constant Euro,2017,20959870.085277
Greece,Airport infrastructure investment,Constant Euro,2016,43585677.23898
Greece,Airport infrastructure investment,Constant Euro,2005,99780701.754386
Greece,Airport infrastructure investment,Constant Euro,2015,45342622.499473
Greece,Airport infrastructure investment,Constant Euro,2013,97099684.057027
Greece,Airport infrastructure investment,Constant Euro,2012,53148729.551821
Greece,Rail infrastructure investment,Constant Euro,2019,98643464.253777
Greece,Airport infrastructure investment,Constant Euro,2010,27753239.802074
Greece,Airport infrastructure investment,Constant Euro,2009,48944337.8119
Greece,Airport infrastructure investment,Constant Euro,2008,43062200.956938
Greece,Airport infrastructure investment,Constant Euro,2007,37223340.040241
Greece,Airport infrastructure investment,Constant Euro,2014,51683856.168133
Greece,Rail infrastructure investment,Constant Euro,2018,152492073.35968
Greece,Rail infrastructure investment,Constant Euro,2010,474611418.05354
Greece,Rail infrastructure investment,Constant Euro,2016,457348346.94482
Greece,Total inland transport infrastructure investment,Constant Euro,2015,1692294108.9695
Greece,Total inland transport infrastructure investment,Constant Euro,2014,1566548441.1342
Greece,Total inland transport infrastructure investment,Constant Euro,2013,2063636608.3143
Greece,Total inland transport infrastructure investment,Constant Euro,2012,1158342000.0782
Greece,Total inland transport infrastructure investment,Constant Euro,2011,1209705521.0193
Greece,Total inland transport infrastructure investment,Constant Euro,2010,1563468164.6841
Greece,Total inland transport infrastructure investment,Constant Euro,2009,2166986564.2994
Greece,Total inland transport infrastructure investment,Constant Euro,2016,2682208701.3334
Greece,Total inland transport infrastructure investment,Constant Euro,2008,2009569377.9904
Greece,Total inland transport infrastructure investment,Constant Euro,2006,1725263157.8947
Greece,Total inland transport infrastructure investment,Constant Euro,2005,1655701754.386
Greece,Total inland transport infrastructure investment,Constant Euro,2004,3733560090.7029
Greece,Total inland transport infrastructure investment,Constant Euro,2003,3900584795.3216
Greece,Total inland transport infrastructure investment,Constant Euro,2002,3215144230.7692
Greece,Total inland transport infrastructure investment,Constant Euro,2001,2352651048.0888
Greece,Total inland transport infrastructure investment,Constant Euro,2000,2522784810.1266
Greece,Total inland transport infrastructure investment,Constant Euro,2007,1851106639.839
Greece,Rail infrastructure investment,Constant Euro,2017,227209862.33292
Greece,Total inland transport infrastructure investment,Constant Euro,2017,4181456354.8586
Greece,Total inland transport infrastructure investment,Constant Euro,2019,845480431.24182
Greece,Rail infrastructure investment,Constant Euro,2015,343564393.94217
Greece,Rail infrastructure investment,Constant Euro,2014,58024179.038866
Greece,Rail infrastructure investment,Constant Euro,2013,135082639.99584
Greece,Rail infrastructure investment,Constant Euro,2012,229699582.00806
Greece,Rail infrastructure investment,Constant Euro,2011,153281410.64663
Greece,Rail infrastructure investment,Constant Euro,2009,448176583.49328
Greece,Rail infrastructure investment,Constant Euro,2008,325358851.67464
Greece,Total inland transport infrastructure investment,Constant Euro,2018,2332293430.7254
Greece,Rail infrastructure investment,Constant Euro,2007,325955734.40644
Greece,Rail infrastructure investment,Constant Euro,2005,471491228.07018
Greece,Rail infrastructure investment,Constant Euro,2004,2024943310.6576
Greece,Rail infrastructure investment,Constant Euro,2003,1987134502.924
Greece,Rail infrastructure investment,Constant Euro,2002,1181490384.6154
Greece,Rail infrastructure investment,Constant Euro,2000,748101265.82278
Greece,Total inland transport infrastructure investment,Constant Euro,2021,760836924.5887
Greece,Total inland transport infrastructure investment,Constant Euro,2020,837609329.13553
Greece,Rail infrastructure investment,Constant Euro,2006,260000000.0
Greece,Airport infrastructure investment,Constant Euro,2004,106575963.71882
Greece,Rail infrastructure investment,Constant Euro,2001,374845869.29716
Greece,Road infrastructure investment,Constant Euro,2020,786363674.54766
Greece,Maritime port infrastructure investment,Constant Euro,2000,210126582.27848
Greece,Maritime port infrastructure investment,Constant Euro,2001,219482120.83847
Greece,Maritime port infrastructure investment,Constant Euro,2002,117788461.53846
Greece,Maritime port infrastructure investment,Constant Euro,2003,122807017.54386
